srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
ERR990506,E-MTAB-3847:LabHorbach_GJ_48hpi_Rep1_C1V8EACXX_102143-10_GCCAAT_L003_R,ERX1071697,TRUE,14404366,14404366,202,E-MTAB-3847:GJ_48hpi_Rep1,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516011,,GJ_48hpi_Rep1,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990507,E-MTAB-3847:LabHorbach_GJ_48hpi_Rep1_C1V8EACXX_102143-10_GCCAAT_L004_R,ERX1071697,TRUE,13669958,13669958,202,E-MTAB-3847:GJ_48hpi_Rep1,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516011,,GJ_48hpi_Rep1,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990508,E-MTAB-3847:LabHorbach_GJ_48hpi_Rep1_C1V8EACXX_102143-10_GCCAAT_L005_R,ERX1071697,TRUE,14785154,14785154,202,E-MTAB-3847:GJ_48hpi_Rep1,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516011,,GJ_48hpi_Rep1,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990509,E-MTAB-3847:LabHorbach_GJ_48hpi_Rep1_D222CACXX_102143-10_GCCAAT_L007_R,ERX1071697,TRUE,18005134,18005134,202,E-MTAB-3847:GJ_48hpi_Rep1,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516011,,GJ_48hpi_Rep1,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990510,E-MTAB-3847:LabHorbach_GJ_48hpi_Rep1_D222CACXX_102143-10_GCCAAT_L008_R,ERX1071697,TRUE,18097615,18097615,202,E-MTAB-3847:GJ_48hpi_Rep1,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516011,,GJ_48hpi_Rep1,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990501,E-MTAB-3847:LabHorbach_GJ_24hpi_Rep3_C1V8EACXX_102143-09_ACAGTG_L003_R,ERX1071696,TRUE,12627862,12627862,202,E-MTAB-3847:GJ_24hpi_Rep3,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516010,,GJ_24hpi_Rep3,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990502,E-MTAB-3847:LabHorbach_GJ_24hpi_Rep3_C1V8EACXX_102143-09_ACAGTG_L004_R,ERX1071696,TRUE,11999433,11999433,202,E-MTAB-3847:GJ_24hpi_Rep3,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516010,,GJ_24hpi_Rep3,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990503,E-MTAB-3847:LabHorbach_GJ_24hpi_Rep3_C1V8EACXX_102143-09_ACAGTG_L005_R,ERX1071696,TRUE,12948751,12948751,202,E-MTAB-3847:GJ_24hpi_Rep3,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516010,,GJ_24hpi_Rep3,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990504,E-MTAB-3847:LabHorbach_GJ_24hpi_Rep3_D222CACXX_102143-09_ACAGTG_L007_R,ERX1071696,TRUE,15664672,15664672,202,E-MTAB-3847:GJ_24hpi_Rep3,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516010,,GJ_24hpi_Rep3,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990505,E-MTAB-3847:LabHorbach_GJ_24hpi_Rep3_D222CACXX_102143-09_ACAGTG_L008_R,ERX1071696,TRUE,15744563,15744563,202,E-MTAB-3847:GJ_24hpi_Rep3,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516010,,GJ_24hpi_Rep3,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990496,E-MTAB-3847:LabHorbach_GJ_24hpi_Rep2_C1V8EACXX_102143-08_TGACCA_L003_R,ERX1071695,TRUE,10576369,10576369,202,E-MTAB-3847:GJ_24hpi_Rep2,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516009,,GJ_24hpi_Rep2,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990497,E-MTAB-3847:LabHorbach_GJ_24hpi_Rep2_C1V8EACXX_102143-08_TGACCA_L004_R,ERX1071695,TRUE,10014049,10014049,202,E-MTAB-3847:GJ_24hpi_Rep2,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516009,,GJ_24hpi_Rep2,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990498,E-MTAB-3847:LabHorbach_GJ_24hpi_Rep2_C1V8EACXX_102143-08_TGACCA_L005_R,ERX1071695,TRUE,10810854,10810854,202,E-MTAB-3847:GJ_24hpi_Rep2,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516009,,GJ_24hpi_Rep2,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990499,E-MTAB-3847:LabHorbach_GJ_24hpi_Rep2_D222CACXX_102143-08_TGACCA_L007_R,ERX1071695,TRUE,13259262,13259262,202,E-MTAB-3847:GJ_24hpi_Rep2,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516009,,GJ_24hpi_Rep2,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990500,E-MTAB-3847:LabHorbach_GJ_24hpi_Rep2_D222CACXX_102143-08_TGACCA_L008_R,ERX1071695,TRUE,13340570,13340570,202,E-MTAB-3847:GJ_24hpi_Rep2,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516009,,GJ_24hpi_Rep2,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990491,E-MTAB-3847:LabHorbach_GJ_24hpi_Rep1_C1V8EACXX_102143-07_TTAGGC_L003_R,ERX1071694,TRUE,12124746,12124746,202,E-MTAB-3847:GJ_24hpi_Rep1,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516008,,GJ_24hpi_Rep1,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990495,E-MTAB-3847:LabHorbach_GJ_24hpi_Rep1_D222CACXX_102143-07_TTAGGC_L008_R,ERX1071694,TRUE,15168115,15168115,202,E-MTAB-3847:GJ_24hpi_Rep1,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516008,,GJ_24hpi_Rep1,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990494,E-MTAB-3847:LabHorbach_GJ_24hpi_Rep1_D222CACXX_102143-07_TTAGGC_L007_R,ERX1071694,TRUE,15118623,15118623,202,E-MTAB-3847:GJ_24hpi_Rep1,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516008,,GJ_24hpi_Rep1,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990493,E-MTAB-3847:LabHorbach_GJ_24hpi_Rep1_C1V8EACXX_102143-07_TTAGGC_L005_R,ERX1071694,TRUE,12375447,12375447,202,E-MTAB-3847:GJ_24hpi_Rep1,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516008,,GJ_24hpi_Rep1,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990492,E-MTAB-3847:LabHorbach_GJ_24hpi_Rep1_C1V8EACXX_102143-07_TTAGGC_L004_R,ERX1071694,TRUE,11492804,11492804,202,E-MTAB-3847:GJ_24hpi_Rep1,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516008,,GJ_24hpi_Rep1,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990490,E-MTAB-3847:LabHorbach_GJ_120hpi_Rep3_C19RWACXX_102040-03_TTAGGC_L002_R,ERX1071693,TRUE,64729159,64729159,200,E-MTAB-3847:GJ_120hpi_Rep3,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516007,,GJ_120hpi_Rep3,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990489,E-MTAB-3847:LabHorbach_GJ_120hpi_Rep2_C19RWACXX_102040-02_CGATGT_L002_R,ERX1071692,TRUE,66646556,66646556,200,E-MTAB-3847:GJ_120hpi_Rep2,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516006,,GJ_120hpi_Rep2,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990488,E-MTAB-3847:LabHorbach_GJ_120hpi_Rep1_C19RWACXX_102040-01_ATCACG_L002_R,ERX1071691,TRUE,63022633,63022633,200,E-MTAB-3847:GJ_120hpi_Rep1,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516005,,GJ_120hpi_Rep1,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990483,E-MTAB-3847:LabHorbach_GJ_0hpi_Rep3_C1V8EACXX_102143-03_ACTGAT_L003_R,ERX1071690,TRUE,18832236,18832236,202,E-MTAB-3847:GJ_0hpi_Rep3,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516004,,GJ_0hpi_Rep3,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990484,E-MTAB-3847:LabHorbach_GJ_0hpi_Rep3_C1V8EACXX_102143-03_ACTGAT_L004_R,ERX1071690,TRUE,17883710,17883710,202,E-MTAB-3847:GJ_0hpi_Rep3,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516004,,GJ_0hpi_Rep3,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990485,E-MTAB-3847:LabHorbach_GJ_0hpi_Rep3_C1V8EACXX_102143-03_ACTGAT_L005_R,ERX1071690,TRUE,19356329,19356329,202,E-MTAB-3847:GJ_0hpi_Rep3,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516004,,GJ_0hpi_Rep3,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990486,E-MTAB-3847:LabHorbach_GJ_0hpi_Rep3_D222CACXX_102143-03_ACTGAT_L007_R,ERX1071690,TRUE,23483308,23483308,202,E-MTAB-3847:GJ_0hpi_Rep3,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516004,,GJ_0hpi_Rep3,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990487,E-MTAB-3847:LabHorbach_GJ_0hpi_Rep3_D222CACXX_102143-03_ACTGAT_L008_R,ERX1071690,TRUE,23630899,23630899,202,E-MTAB-3847:GJ_0hpi_Rep3,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516004,,GJ_0hpi_Rep3,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990480,E-MTAB-3847:LabHorbach_GJ_0hpi_Rep2_C1V8EACXX_102143-02_GAGTGG_L005_R,ERX1071689,TRUE,16684388,16684388,202,E-MTAB-3847:GJ_0hpi_Rep2,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516003,,GJ_0hpi_Rep2,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
ERR990479,E-MTAB-3847:LabHorbach_GJ_0hpi_Rep2_C1V8EACXX_102143-02_GAGTGG_L004_R,ERX1071689,TRUE,15399362,15399362,202,E-MTAB-3847:GJ_0hpi_Rep2,Illumina HiSeq 2000 paired end sequencing; High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,High-resolution transcript analysis of the defense responses to Colletotrichum graminicola infection in maize genotypes with contrasting anthracnose resistance,SAMEA3516003,,GJ_0hpi_Rep2,RANDOM PCR,TRANSCRIPTOMIC,RNA-Seq
