srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR8742446,GSM3674738_r1,SRX5534573,TRUE,51812808,51812808,72,GSM3674738,GSM3674738: ATAC_Setaria_7days_leaf_Input; Setaria viridis; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674738,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742445,GSM3674737_r1,SRX5534572,TRUE,10527930,10527930,71,GSM3674737,GSM3674737: ATAC_Setaria_7days_leaf_rep2; Setaria viridis; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674737,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742444,GSM3674736_r1,SRX5534571,TRUE,46919259,46919259,72,GSM3674736,GSM3674736: ATAC_Setaria_7days_leaf_rep1; Setaria viridis; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674736,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742443,GSM3674735_r1,SRX5534570,TRUE,18961788,18961788,72,GSM3674735,GSM3674735: ATAC_Populus_leaf_Input; Populus trichocarpa; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674735,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742442,GSM3674734_r1,SRX5534569,TRUE,25449647,25449647,72,GSM3674734,GSM3674734: ATAC_Populus_leaf_rep2; Populus trichocarpa; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674734,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742441,GSM3674733_r1,SRX5534568,TRUE,54803544,54803544,72,GSM3674733,GSM3674733: ATAC_Populus_leaf_rep1; Populus trichocarpa; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674733,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742440,GSM3674732_r1,SRX5534567,TRUE,30188876,30188876,72,GSM3674732,GSM3674732: ATAC_duckweed_3days_after_tranferring_Input; Spirodela polyrhiza; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674732,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742439,GSM3674731_r1,SRX5534566,TRUE,58975262,58975262,72,GSM3674731,GSM3674731: ATAC_duckweed_3days_after_tranferring_rep2; Spirodela polyrhiza; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674731,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742438,GSM3674730_r1,SRX5534565,TRUE,50376984,50376984,72,GSM3674730,GSM3674730: ATAC_duckweed_3days_after_tranferring_rep1; Spirodela polyrhiza; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674730,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742437,GSM3674729_r1,SRX5534564,TRUE,12216977,12216977,72,GSM3674729,GSM3674729: ATAC_Phaseolus_10days_leaf_Input; Phaseolus vulgaris; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674729,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742436,GSM3674728_r1,SRX5534563,TRUE,55673298,55673298,72,GSM3674728,GSM3674728: ATAC_Phaseolus_10days_leaf_rep2; Phaseolus vulgaris; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674728,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742435,GSM3674727_r1,SRX5534562,TRUE,109432791,109432791,72,GSM3674727,GSM3674727: ATAC_Phaseolus_10days_leaf_rep1; Phaseolus vulgaris; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674727,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742434,GSM3674726_r1,SRX5534561,TRUE,18174441,18174441,72,GSM3674726,GSM3674726: ATAC_Soybean_10days_leaf_Input; Glycine max; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674726,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742433,GSM3674725_r1,SRX5534560,TRUE,40566231,40566231,72,GSM3674725,GSM3674725: ATAC_Soybean_10days_leaf_rep2; Glycine max; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674725,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742432,GSM3674724_r1,SRX5534559,TRUE,431961128,431961128,72,GSM3674724,GSM3674724: ATAC_Soybean_10days_leaf_rep1; Glycine max; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674724,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742431,GSM3674723_r1,SRX5534558,TRUE,75136357,75136357,72,GSM3674723,GSM3674723: ATAC_Eutrema_10days_leaf_Input; Eutrema salsugineum; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674723,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742430,GSM3674722_r1,SRX5534557,TRUE,14059945,14059945,72,GSM3674722,GSM3674722: ATAC_Eutrema_10days_leaf_rep2; Eutrema salsugineum; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674722,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742429,GSM3674721_r1,SRX5534556,TRUE,20841865,20841865,72,GSM3674721,GSM3674721: ATAC_Eutrema_10days_leaf_rep1; Eutrema salsugineum; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674721,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742428,GSM3674720_r1,SRX5534555,TRUE,21152128,21152128,72,GSM3674720,GSM3674720: ATAC_Brachypodium_7days_leaf_Input; Brachypodium distachyon; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674720,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742427,GSM3674719_r1,SRX5534554,TRUE,54135082,54135082,72,GSM3674719,GSM3674719: ATAC_Brachypodium_7days_leaf_rep2; Brachypodium distachyon; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674719,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742426,GSM3674718_r1,SRX5534553,TRUE,51158295,51158295,72,GSM3674718,GSM3674718: ATAC_Brachypodium_7days_leaf_rep1; Brachypodium distachyon; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674718,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742425,GSM3674717_r1,SRX5534552,TRUE,82733475,82733475,62,GSM3674717,GSM3674717: ATAC_Arabidopsis_7days_leaf_Input; Arabidopsis thaliana; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674717,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742424,GSM3674716_r1,SRX5534551,TRUE,74689822,74689822,62,GSM3674716,GSM3674716: ATAC_Arabidopsis_7days_leaf_rep2; Arabidopsis thaliana; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674716,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742423,GSM3674715_r1,SRX5534550,TRUE,22612751,22612751,62,GSM3674715,GSM3674715: ATAC_Arabidopsis_7days_leaf_rep1; Arabidopsis thaliana; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674715,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742422,GSM3674714_r1,SRX5534549,TRUE,48763496,48763496,72,GSM3674714,GSM3674714: ATAC_Asparagus_10days_leaf_Input; Asparagus officinalis; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674714,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742421,GSM3674713_r1,SRX5534548,TRUE,52950869,52950869,72,GSM3674713,GSM3674713: ATAC_Asparagus_10days_leaf_rep2; Asparagus officinalis; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674713,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742420,GSM3674712_r1,SRX5534547,TRUE,18789251,18789251,72,GSM3674712,GSM3674712: ATAC_Asparagus_10days_leaf_rep1; Asparagus officinalis; ATAC-seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674712,,,other,TRANSCRIPTOMIC,ATAC-seq
SRR8742419,GSM3674711_r1,SRX5534546,FALSE,57907075,0,76,GSM3674711,GSM3674711: ChIP_Barley_7days_leaf_Input; Hordeum vulgare; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674711,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742418,GSM3674710_r1,SRX5534545,FALSE,48971200,0,76,GSM3674710,GSM3674710: ChIP_Barley_7days_leaf_H2A.Z; Hordeum vulgare; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674710,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742417,GSM3674709_r1,SRX5534544,FALSE,61795152,0,76,GSM3674709,GSM3674709: ChIP_Barley_7days_leaf_H3K4me1; Hordeum vulgare; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674709,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742416,GSM3674708_r1,SRX5534543,FALSE,34225748,0,76,GSM3674708,GSM3674708: ChIP_Barley_7days_leaf_H3K4me3; Hordeum vulgare; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674708,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742415,GSM3674707_r1,SRX5534542,FALSE,57006108,0,76,GSM3674707,GSM3674707: ChIP_Barley_7days_leaf_H3K56ac; Hordeum vulgare; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674707,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742414,GSM3674706_r1,SRX5534541,FALSE,9399359,0,76,GSM3674706,GSM3674706: ChIP_Barley_7days_leaf_H3K36me3; Hordeum vulgare; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674706,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742413,GSM3674705_r1,SRX5534540,FALSE,47637628,0,76,GSM3674705,GSM3674705: ChIP_Barley_7days_leaf_H3K27me3; Hordeum vulgare; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674705,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742412,GSM3674704_r1,SRX5534539,FALSE,53729040,0,76,GSM3674704,GSM3674704: ChIP_Barley_7days_leaf_H3; Hordeum vulgare; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674704,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742411,GSM3674703_r1,SRX5534538,FALSE,22716315,0,75,GSM3674703,GSM3674703: ChIP_Maize_7days_leaf_Input; Zea mays; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674703,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742410,GSM3674702_r1,SRX5534537,FALSE,27732267,0,76,GSM3674702,GSM3674702: ChIP_Maize_7days_leaf_H2A.Z; Zea mays; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674702,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742409,GSM3674701_r1,SRX5534536,FALSE,48198327,0,75,GSM3674701,GSM3674701: ChIP_Maize_7days_leaf_H3K4me1; Zea mays; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674701,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742408,GSM3674700_r1,SRX5534535,FALSE,23839460,0,75,GSM3674700,GSM3674700: ChIP_Maize_7days_leaf_H3K4me3; Zea mays; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674700,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742407,GSM3674699_r1,SRX5534534,FALSE,30604762,0,76,GSM3674699,GSM3674699: ChIP_Maize_7days_leaf_H3K56ac; Zea mays; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674699,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742406,GSM3674698_r1,SRX5534533,FALSE,75396238,0,76,GSM3674698,GSM3674698: ChIP_Maize_7days_leaf_H3K36me3; Zea mays; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674698,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742405,GSM3674697_r1,SRX5534532,FALSE,24095651,0,75,GSM3674697,GSM3674697: ChIP_Maize_7days_leaf_H3K27me3; Zea mays; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674697,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742404,GSM3674696_r1,SRX5534531,FALSE,46542831,0,75,GSM3674696,GSM3674696: ChIP_Maize_7days_leaf_H3; Zea mays; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674696,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742403,GSM3674695_r1,SRX5534530,FALSE,49329974,0,75,GSM3674695,GSM3674695: ChIP_Sorghum_7days_leaf_Input; Sorghum bicolor; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674695,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742402,GSM3674694_r1,SRX5534529,FALSE,17749371,0,76,GSM3674694,GSM3674694: ChIP_Sorghum_7days_leaf_H2A.Z; Sorghum bicolor; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674694,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742401,GSM3674693_r1,SRX5534528,FALSE,43544617,0,75,GSM3674693,GSM3674693: ChIP_Sorghum_7days_leaf_H3K4me1; Sorghum bicolor; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674693,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742400,GSM3674692_r1,SRX5534527,FALSE,23026698,0,76,GSM3674692,GSM3674692: ChIP_Sorghum_7days_leaf_H3K4me3; Sorghum bicolor; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674692,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742399,GSM3674691_r1,SRX5534526,FALSE,19008424,0,76,GSM3674691,GSM3674691: ChIP_Sorghum_7days_leaf_H3K56ac; Sorghum bicolor; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674691,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742398,GSM3674690_r1,SRX5534525,FALSE,21806809,0,76,GSM3674690,GSM3674690: ChIP_Sorghum_7days_leaf_H3K36me3; Sorghum bicolor; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674690,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742397,GSM3674689_r1,SRX5534524,FALSE,23521062,0,75,GSM3674689,GSM3674689: ChIP_Sorghum_7days_leaf_H3K27me3; Sorghum bicolor; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674689,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742396,GSM3674688_r1,SRX5534523,FALSE,35791734,0,75,GSM3674688,GSM3674688: ChIP_Sorghum_7days_leaf_H3; Sorghum bicolor; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674688,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742395,GSM3674687_r1,SRX5534522,FALSE,56038649,0,75,GSM3674687,GSM3674687: ChIP_Rice_7days_leaf_Input; Oryza sativa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674687,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742394,GSM3674686_r1,SRX5534521,FALSE,23614254,0,76,GSM3674686,GSM3674686: ChIP_Rice_7days_leaf_H2A.Z; Oryza sativa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674686,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742393,GSM3674685_r1,SRX5534520,FALSE,47305086,0,75,GSM3674685,GSM3674685: ChIP_Rice_7days_leaf_H3K4me1; Oryza sativa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674685,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742392,GSM3674684_r1,SRX5534519,FALSE,26654120,0,75,GSM3674684,GSM3674684: ChIP_Rice_7days_leaf_H3K4me3; Oryza sativa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674684,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742391,GSM3674683_r1,SRX5534518,FALSE,23999222,0,76,GSM3674683,GSM3674683: ChIP_Rice_7days_leaf_H3K56ac; Oryza sativa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674683,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742390,GSM3674682_r1,SRX5534517,FALSE,53923220,0,76,GSM3674682,GSM3674682: ChIP_Rice_7days_leaf_H3K36me3; Oryza sativa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674682,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742389,GSM3674681_r1,SRX5534516,FALSE,16679741,0,76,GSM3674681,GSM3674681: ChIP_Rice_7days_leaf_H3K27me3; Oryza sativa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674681,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742388,GSM3674680_r1,SRX5534515,FALSE,41423451,0,75,GSM3674680,GSM3674680: ChIP_Rice_7days_leaf_H3; Oryza sativa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674680,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742387,GSM3674679_r1,SRX5534514,FALSE,40510051,0,75,GSM3674679,GSM3674679: ChIP_Setaria_7days_leaf_Input; Setaria viridis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674679,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742386,GSM3674678_r1,SRX5534513,FALSE,25140421,0,76,GSM3674678,GSM3674678: ChIP_Setaria_7days_leaf_H2A.Z; Setaria viridis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674678,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742385,GSM3674677_r1,SRX5534512,FALSE,32608200,0,75,GSM3674677,GSM3674677: ChIP_Setaria_7days_leaf_H3K4me1; Setaria viridis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674677,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742384,GSM3674676_r1,SRX5534511,FALSE,27420569,0,76,GSM3674676,GSM3674676: ChIP_Setaria_7days_leaf_H3K4me3; Setaria viridis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674676,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742383,GSM3674675_r1,SRX5534510,FALSE,15510577,0,75,GSM3674675,GSM3674675: ChIP_Setaria_7days_leaf_H3K56ac; Setaria viridis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674675,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742382,GSM3674674_r1,SRX5534509,FALSE,30823343,0,75,GSM3674674,GSM3674674: ChIP_Setaria_7days_leaf_H3K36me3; Setaria viridis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674674,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742381,GSM3674673_r1,SRX5534508,FALSE,24320015,0,76,GSM3674673,GSM3674673: ChIP_Setaria_7days_leaf_H3K27me3; Setaria viridis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674673,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742380,GSM3674672_r1,SRX5534507,FALSE,89317846,0,75,GSM3674672,GSM3674672: ChIP_Setaria_7days_leaf_H3; Setaria viridis; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674672,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742379,GSM3674671_r1,SRX5534506,FALSE,60557084,0,76,GSM3674671,GSM3674671: ChIP_Populus_leaf_Input; Populus trichocarpa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674671,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742378,GSM3674670_r1,SRX5534505,FALSE,76882069,0,76,GSM3674670,GSM3674670: ChIP_Populus_leaf_H2A.Z; Populus trichocarpa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674670,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742377,GSM3674669_r1,SRX5534504,FALSE,37974500,0,76,GSM3674669,GSM3674669: ChIP_Populus_leaf_H3K4me1; Populus trichocarpa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674669,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742376,GSM3674668_r1,SRX5534503,FALSE,21484712,0,75,GSM3674668,GSM3674668: ChIP_Populus_leaf_H3K4me3; Populus trichocarpa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674668,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742375,GSM3674667_r1,SRX5534502,FALSE,37885699,0,76,GSM3674667,GSM3674667: ChIP_Populus_leaf_H3K56ac; Populus trichocarpa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674667,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742374,GSM3674666_r1,SRX5534501,FALSE,15130856,0,75,GSM3674666,GSM3674666: ChIP_Populus_leaf_H3K36me3; Populus trichocarpa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674666,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742373,GSM3674665_r1,SRX5534500,FALSE,152729300,0,75,GSM3674665,GSM3674665: ChIP_Populus_leaf_H3K27me3; Populus trichocarpa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674665,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
SRR8742372,GSM3674664_r1,SRX5534499,FALSE,53508809,0,75,GSM3674664,GSM3674664: ChIP_Populus_leaf_H3; Populus trichocarpa; ChIP-Seq,,"The prevalence, evolution and chromatin signatures of plant regulatory elements",GSM3674664,,,ChIP,TRANSCRIPTOMIC,ChIP-Seq
