srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR4431543,GSM2354311_r1,SRX2251447,FALSE,5314695,0,101,GSM2354311,GSM2354311: S058_3a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354311,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431542,GSM2354310_r1,SRX2251446,FALSE,39774338,0,95,GSM2354310,GSM2354310: L043_3b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354310,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431541,GSM2354309_r1,SRX2251445,FALSE,22975545,0,95,GSM2354309,GSM2354309: L043_3a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354309,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431540,GSM2354308_r1,SRX2251444,FALSE,26422540,0,95,GSM2354308,GSM2354308: P040_2b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354308,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431539,GSM2354307_r1,SRX2251443,FALSE,30069399,0,95,GSM2354307,GSM2354307: P040_2a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354307,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431538,GSM2354306_r1,SRX2251442,FALSE,32084807,0,95,GSM2354306,GSM2354306: S070_2b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354306,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431536,GSM2354305_r1,SRX2251441,FALSE,17817852,0,97,GSM2354305,GSM2354305: S070_2a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354305,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431537,GSM2354305_r2,SRX2251441,FALSE,12026386,0,95,GSM2354305,GSM2354305: S070_2a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354305,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431535,GSM2354304_r1,SRX2251440,FALSE,45772618,0,95,GSM2354304,GSM2354304: S067_2b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354304,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431533,GSM2354303_r1,SRX2251439,FALSE,15045357,0,97,GSM2354303,GSM2354303: S067_2a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354303,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431534,GSM2354303_r2,SRX2251439,FALSE,18575670,0,95,GSM2354303,GSM2354303: S067_2a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354303,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431532,GSM2354302_r1,SRX2251438,FALSE,37070239,0,95,GSM2354302,GSM2354302: L012_2b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354302,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431531,GSM2354301_r2,SRX2251437,FALSE,15031097,0,95,GSM2354301,GSM2354301: L012_2a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354301,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431530,GSM2354301_r1,SRX2251437,FALSE,18790306,0,97,GSM2354301,GSM2354301: L012_2a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354301,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431529,GSM2354300_r1,SRX2251436,FALSE,36443866,0,95,GSM2354300,GSM2354300: L023_2b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354300,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431528,GSM2354299_r1,SRX2251435,FALSE,24580958,0,95,GSM2354299,GSM2354299: L023_2a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354299,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431527,GSM2354298_r1,SRX2251434,FALSE,32895627,0,95,GSM2354298,GSM2354298: L017_2a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354298,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431526,GSM2354297_r1,SRX2251433,FALSE,37882545,0,95,GSM2354297,GSM2354297: S058_2b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354297,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431525,GSM2354296_r1,SRX2251432,FALSE,29760209,0,95,GSM2354296,GSM2354296: S058_2a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354296,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431524,GSM2354295_r1,SRX2251431,FALSE,32186294,0,95,GSM2354295,GSM2354295: L043_2b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354295,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431523,GSM2354294_r1,SRX2251430,FALSE,24319428,0,95,GSM2354294,GSM2354294: L043_2a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354294,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431522,GSM2354293_r1,SRX2251429,FALSE,33249624,0,95,GSM2354293,GSM2354293: P040_1b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354293,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431521,GSM2354292_r1,SRX2251428,FALSE,33951436,0,95,GSM2354292,GSM2354292: P040_1a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354292,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431520,GSM2354291_r1,SRX2251427,FALSE,26878565,0,95,GSM2354291,GSM2354291: S070_1b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354291,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431519,GSM2354290_r1,SRX2251426,FALSE,34604991,0,95,GSM2354290,GSM2354290: S070_1a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354290,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431518,GSM2354289_r1,SRX2251425,FALSE,27575517,0,95,GSM2354289,GSM2354289: S067_1b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354289,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431517,GSM2354288_r1,SRX2251424,FALSE,41074248,0,95,GSM2354288,GSM2354288: S067_1a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354288,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431516,GSM2354287_r1,SRX2251423,FALSE,25356682,0,95,GSM2354287,GSM2354287: L012_1b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354287,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431515,GSM2354286_r1,SRX2251422,FALSE,36341568,0,95,GSM2354286,GSM2354286: L012_1a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354286,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431514,GSM2354285_r1,SRX2251421,FALSE,31911389,0,95,GSM2354285,GSM2354285: L023_1b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354285,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431513,GSM2354284_r1,SRX2251420,FALSE,33934134,0,95,GSM2354284,GSM2354284: L023_1a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354284,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431512,GSM2354283_r1,SRX2251419,FALSE,25093835,0,95,GSM2354283,GSM2354283: L017_1b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354283,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431511,GSM2354282_r1,SRX2251418,FALSE,24601327,0,95,GSM2354282,GSM2354282: L017_1a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354282,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431510,GSM2354281_r1,SRX2251417,FALSE,28456577,0,95,GSM2354281,GSM2354281: S058_1b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354281,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431509,GSM2354280_r1,SRX2251416,FALSE,25306761,0,95,GSM2354280,GSM2354280: S058_1a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354280,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431508,GSM2354279_r1,SRX2251415,FALSE,31239242,0,95,GSM2354279,GSM2354279: L043_1b; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354279,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR4431507,GSM2354278_r1,SRX2251414,FALSE,35954317,0,95,GSM2354278,GSM2354278: L043_1a; Zea mays; RNA-Seq,,Genome-wide expression profiling and phenotypic evaluation of European maize inbreds at seedling stage in response to heat stress,GSM2354278,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
