srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
ERR3791855,E-MTAB-8633:Ki11_V18_tassel_MN14061_R,ERX3793959,TRUE,21452258,21452258,151,E-MTAB-8633:MN14061_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448419,,MN14061_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791854,E-MTAB-8633:IL14H_V18_tassel_MN13062_R,ERX3793958,TRUE,19603204,19603204,151,E-MTAB-8633:MN13062_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448418,,MN13062_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791853,E-MTAB-8633:IL14H_V18_tassel_MN13061_R,ERX3793957,TRUE,21463926,21463926,151,E-MTAB-8633:MN13061_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448417,,MN13061_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791852,E-MTAB-8633:HP301_V18_tassel_MN12062_R,ERX3793956,TRUE,27280307,27280307,151,E-MTAB-8633:MN12062_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448416,,MN12062_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791851,E-MTAB-8633:HP301_V18_tassel_MN12061_R,ERX3793955,TRUE,25140646,25140646,151,E-MTAB-8633:MN12061_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448415,,MN12061_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791850,E-MTAB-8633:CML69_V18_tassel_MN11062_R,ERX3793954,TRUE,35080733,35080733,151,E-MTAB-8633:MN11062_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448414,,MN11062_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791849,E-MTAB-8633:CML69_V18_tassel_MN11061_R,ERX3793953,TRUE,28146341,28146341,151,E-MTAB-8633:MN11061_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448413,,MN11061_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791848,E-MTAB-8633:CML52_V18_tassel_MN10062_R,ERX3793952,TRUE,23589148,23589148,151,E-MTAB-8633:MN10062_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448412,,MN10062_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791847,E-MTAB-8633:CML333_V18_tassel_MN09062_R,ERX3793951,TRUE,17277741,17277741,151,E-MTAB-8633:MN09062_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448411,,MN09062_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791846,E-MTAB-8633:CML333_V18_tassel_MN09061_R,ERX3793950,TRUE,18974274,18974274,151,E-MTAB-8633:MN09061_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448410,,MN09061_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791845,E-MTAB-8633:CML322_V18_tassel_MN08062_R,ERX3793949,TRUE,17756309,17756309,151,E-MTAB-8633:MN08062_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448409,,MN08062_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791844,E-MTAB-8633:CML322_V18_tassel_MN08061_R,ERX3793948,TRUE,18431812,18431812,151,E-MTAB-8633:MN08061_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448408,,MN08061_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791843,E-MTAB-8633:CML247_V18_tassel_MN07062_R,ERX3793947,TRUE,24354491,24354491,151,E-MTAB-8633:MN07062_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448407,,MN07062_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791842,E-MTAB-8633:CML247_V18_tassel_MN07061_R,ERX3793946,TRUE,21276044,21276044,151,E-MTAB-8633:MN07061_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448406,,MN07061_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791841,E-MTAB-8633:CML228_V18_tassel_MN06062_R,ERX3793945,TRUE,19878730,19878730,151,E-MTAB-8633:MN06062_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448405,,MN06062_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791840,E-MTAB-8633:CML228_V18_tassel_MN06061_R,ERX3793944,TRUE,18830306,18830306,151,E-MTAB-8633:MN06061_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448404,,MN06061_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791839,E-MTAB-8633:CML277_V18_tassel_MN05062_R,ERX3793943,TRUE,23692495,23692495,151,E-MTAB-8633:MN05062_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448403,,MN05062_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791838,E-MTAB-8633:CML277_V18_tassel_MN05061_R,ERX3793942,TRUE,21794620,21794620,151,E-MTAB-8633:MN05061_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448402,,MN05061_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791837,E-MTAB-8633:CML103_V18_tassel_MN04061_R,ERX3793941,TRUE,17332066,17332066,151,E-MTAB-8633:MN04061_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448401,,MN04061_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791836,E-MTAB-8633:B97_V18_tassel_MN03062_R,ERX3793940,TRUE,19950517,19950517,151,E-MTAB-8633:MN03062_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448400,,MN03062_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791835,E-MTAB-8633:B97_V18_tassel_MN03061_R,ERX3793939,TRUE,20838001,20838001,151,E-MTAB-8633:MN03061_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448399,,MN03061_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
ERR3791834,E-MTAB-8633:CML103_8DAS_shoot_MN04022_R,ERX3793938,TRUE,23648293,23648293,152,E-MTAB-8633:MN04022_p,NextSeq 550 paired end sequencing; RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,RNA-seq samples of ten tissues for each of the 25 genomes of the Nested Associated Mapping (NAM) maize sequencing project,SAMEA6448398,,MN04022_p,PolyA,TRANSCRIPTOMIC,RNA-Seq
