srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
ERR1059470,E-MTAB-3965:NG-7084_R_8W__85_lib34132_1992_1_,ERX1139621,TRUE,20142301,20142301,202,E-MTAB-3965:MAGIC_85,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598423,,MAGIC_85,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059469,E-MTAB-3965:NG-7084_R_8W__84_lib34131_1992_1_,ERX1139620,TRUE,20988440,20988440,202,E-MTAB-3965:MAGIC_84,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598422,,MAGIC_84,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059468,E-MTAB-3965:NG-7084_R_8W__83_lib34130_1992_1_,ERX1139619,TRUE,20347398,20347398,202,E-MTAB-3965:MAGIC_83,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598421,,MAGIC_83,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059467,E-MTAB-3965:NG-7084_R_8W__82_lib34129_1992_1_,ERX1139618,TRUE,18042171,18042171,202,E-MTAB-3965:MAGIC_82,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598420,,MAGIC_82,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059466,E-MTAB-3965:NG-7084_R_8W__81_lib34128_1992_1_,ERX1139617,TRUE,16206101,16206101,202,E-MTAB-3965:MAGIC_81,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598419,,MAGIC_81,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059465,E-MTAB-3965:NG-7084_R_8W__80_lib34127_1992_1_,ERX1139616,TRUE,17102647,17102647,202,E-MTAB-3965:MAGIC_80,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598418,,MAGIC_80,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059464,E-MTAB-3965:NG-6860_R_8W__8_lib28099_1703_1_,ERX1139615,TRUE,17873615,17873615,202,E-MTAB-3965:MAGIC_8,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598417,,MAGIC_8,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059463,E-MTAB-3965:NG-7084_R_8W__79_lib34126_1992_1_,ERX1139614,TRUE,16458150,16458150,202,E-MTAB-3965:MAGIC_79,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598416,,MAGIC_79,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059462,E-MTAB-3965:NG-7084_R_8W__78_lib34125_1992_1_,ERX1139613,TRUE,16544633,16544633,202,E-MTAB-3965:MAGIC_78,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598415,,MAGIC_78,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059461,E-MTAB-3965:NG-7084_R_8W__77_lib34124_1990_7_,ERX1139612,TRUE,22129526,22129526,202,E-MTAB-3965:MAGIC_77,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598414,,MAGIC_77,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059460,E-MTAB-3965:NG-7084_R_8W__76_lib34123_1990_7_,ERX1139611,TRUE,21133760,21133760,202,E-MTAB-3965:MAGIC_76,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598413,,MAGIC_76,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059459,E-MTAB-3965:NG-7084_R_8W__75_lib34122_1990_7_,ERX1139610,TRUE,18633517,18633517,202,E-MTAB-3965:MAGIC_75,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598412,,MAGIC_75,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059458,E-MTAB-3965:NG-7084_R_8W__74_lib34121_1990_7_,ERX1139609,TRUE,15389037,15389037,202,E-MTAB-3965:MAGIC_74,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598411,,MAGIC_74,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059457,E-MTAB-3965:NG-7084_R_8W__73_lib34120_1990_7_,ERX1139608,TRUE,18535686,18535686,202,E-MTAB-3965:MAGIC_73,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598410,,MAGIC_73,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059456,E-MTAB-3965:NG-7084_R_8W__72_lib34119_1990_7_,ERX1139607,TRUE,21053024,21053024,202,E-MTAB-3965:MAGIC_72,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598409,,MAGIC_72,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059455,E-MTAB-3965:NG-7084_R_8W__71_lib34118_1990_7_,ERX1139606,TRUE,17632255,17632255,202,E-MTAB-3965:MAGIC_71,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598408,,MAGIC_71,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059454,E-MTAB-3965:NG-7084_R_8W__70_lib34117_1990_6_,ERX1139605,TRUE,22066494,22066494,202,E-MTAB-3965:MAGIC_70,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598407,,MAGIC_70,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059453,E-MTAB-3965:NG-6860_R_8W__7_lib28098_1703_1_,ERX1139604,TRUE,16278577,16278577,202,E-MTAB-3965:MAGIC_7,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598406,,MAGIC_7,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059452,E-MTAB-3965:NG-7084_R_8W__69_lib34116_1990_7_,ERX1139603,TRUE,22693624,22693624,202,E-MTAB-3965:MAGIC_69,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598405,,MAGIC_69,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059451,E-MTAB-3965:NG-7084_R_8W__68_lib34115_1990_7_,ERX1139602,TRUE,20748224,20748224,202,E-MTAB-3965:MAGIC_68,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598404,,MAGIC_68,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059450,E-MTAB-3965:NG-7084_R_8W__67_lib34114_1990_2_,ERX1139601,TRUE,16635507,16635507,202,E-MTAB-3965:MAGIC_67,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598403,,MAGIC_67,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059449,E-MTAB-3965:NG-7084_R_8W__66_lib34113_1990_2_,ERX1139600,TRUE,20639451,20639451,202,E-MTAB-3965:MAGIC_66,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598402,,MAGIC_66,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059448,E-MTAB-3965:NG-7084_R_8W__65_lib34112_1990_2_,ERX1139599,TRUE,22737237,22737237,202,E-MTAB-3965:MAGIC_65,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598401,,MAGIC_65,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059447,E-MTAB-3965:NG-7084_R_8W__64_lib34111_1990_2_,ERX1139598,TRUE,17583615,17583615,202,E-MTAB-3965:MAGIC_64,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598400,,MAGIC_64,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059446,E-MTAB-3965:NG-7084_R_8W__63_lib34110_1990_2_,ERX1139597,TRUE,24565988,24565988,202,E-MTAB-3965:MAGIC_63,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598399,,MAGIC_63,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059445,E-MTAB-3965:NG-7084_R_8W__62_lib34109_1990_2_,ERX1139596,TRUE,24523000,24523000,202,E-MTAB-3965:MAGIC_62,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598398,,MAGIC_62,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059444,E-MTAB-3965:NG-7084_R_8W__61_lib34108_1990_2_,ERX1139595,TRUE,21910730,21910730,202,E-MTAB-3965:MAGIC_61,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598397,,MAGIC_61,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059443,E-MTAB-3965:NG-7084_R_8W__60_lib34107_1990_2_,ERX1139594,TRUE,18725563,18725563,202,E-MTAB-3965:MAGIC_60,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598396,,MAGIC_60,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059442,E-MTAB-3965:NG-6860_R_8W__6_lib28097_1703_1_,ERX1139593,TRUE,13938983,13938983,202,E-MTAB-3965:MAGIC_6,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598395,,MAGIC_6,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059441,E-MTAB-3965:NG-7084_R_8W__59_lib34106_1990_2_,ERX1139592,TRUE,20247757,20247757,202,E-MTAB-3965:MAGIC_59,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598394,,MAGIC_59,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059440,E-MTAB-3965:NG-7084_R_8W__58_lib34105_1990_2_,ERX1139591,TRUE,22440745,22440745,202,E-MTAB-3965:MAGIC_58,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598393,,MAGIC_58,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059439,E-MTAB-3965:NG-7084_R_8W__57_lib34104_1990_2_,ERX1139590,TRUE,10346353,10346353,202,E-MTAB-3965:MAGIC_57,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598392,,MAGIC_57,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059438,E-MTAB-3965:NG-7084_R_8W__55_lib34103_1990_2_,ERX1139589,TRUE,19222521,19222521,202,E-MTAB-3965:MAGIC_55,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598391,,MAGIC_55,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059437,E-MTAB-3965:NG-7084_R_8W__54_lib38678_2201_2_,ERX1139588,TRUE,21872533,21872533,202,E-MTAB-3965:MAGIC_54,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598390,,MAGIC_54,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059436,E-MTAB-3965:NG-7084_R_8W__53_lib38677_2201_4_,ERX1139587,TRUE,22854659,22854659,202,E-MTAB-3965:MAGIC_53,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598389,,MAGIC_53,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059435,E-MTAB-3965:NG-6860_R_8W__52_lib28139_1731_8_,ERX1139586,TRUE,49956662,49956662,202,E-MTAB-3965:MAGIC_52,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598388,,MAGIC_52,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059434,E-MTAB-3965:NG-6860_R_8W__51_lib28138_1746_6_,ERX1139585,TRUE,15493578,15493578,202,E-MTAB-3965:MAGIC_51,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598387,,MAGIC_51,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059433,E-MTAB-3965:NG-6860_R_8W__50_lib28137_1746_6_,ERX1139584,TRUE,13579668,13579668,202,E-MTAB-3965:MAGIC_50,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598386,,MAGIC_50,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059432,E-MTAB-3965:NG-6860_R_8W__5_lib28096_1703_1_,ERX1139583,TRUE,13839550,13839550,202,E-MTAB-3965:MAGIC_5,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598385,,MAGIC_5,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059431,E-MTAB-3965:NG-6860_R_8W__49_lib28136_1746_6_,ERX1139582,TRUE,15816208,15816208,202,E-MTAB-3965:MAGIC_49,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598384,,MAGIC_49,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059430,E-MTAB-3965:NG-6860_R_8W__48_lib28135_1746_6_,ERX1139581,TRUE,17064700,17064700,202,E-MTAB-3965:MAGIC_48,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598383,,MAGIC_48,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059429,E-MTAB-3965:NG-6860_R_8W__47_lib28134_1746_6_,ERX1139580,TRUE,18959573,18959573,202,E-MTAB-3965:MAGIC_47,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598382,,MAGIC_47,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR1059428,E-MTAB-3965:NG-6860_R_8W__46_lib28133_1746_6_,ERX1139579,TRUE,19949592,19949592,202,E-MTAB-3965:MAGIC_46,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,Transcriptome analysis of 94 RILs of a maize MAGIC RIL population,SAMEA3598381,,MAGIC_46,RANDOM,TRANSCRIPTOMIC,RNA-Seq
