srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
ERR965658,E-MTAB-3758:NG-6564_RIL89_lib19897_1418_4_,ERX1042625,TRUE,13783401,13783401,202,E-MTAB-3758:B73_H99_RIL89,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487026,,B73_H99_RIL89,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965657,E-MTAB-3758:NG-6564_RIL88_lib19896_1418_4_,ERX1042624,TRUE,17231463,17231463,202,E-MTAB-3758:B73_H99_RIL88,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487025,,B73_H99_RIL88,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965656,E-MTAB-3758:NG-6564_RIL85_lib19895_1418_4_,ERX1042623,TRUE,15859892,15859892,202,E-MTAB-3758:B73_H99_RIL85,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487024,,B73_H99_RIL85,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965655,E-MTAB-3758:NG-6564_RIL84_lib19894_1418_4_,ERX1042622,TRUE,19319312,19319312,202,E-MTAB-3758:B73_H99_RIL84,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487023,,B73_H99_RIL84,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965654,E-MTAB-3758:NG-6280_RIL83_P2_lib15145_1178_5_,ERX1042621,TRUE,14098942,14098942,202,E-MTAB-3758:B73_H99_RIL83_2,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487022,,B73_H99_RIL83_2,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965653,E-MTAB-3758:NG-6280_RIL83_P1_lib15144_1178_5_,ERX1042620,TRUE,21229813,21229813,202,E-MTAB-3758:B73_H99_RIL83_1,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487021,,B73_H99_RIL83_1,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965652,E-MTAB-3758:NG-6564_RIL82_lib19893_1418_4_,ERX1042619,TRUE,13730449,13730449,202,E-MTAB-3758:B73_H99_RIL82,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487020,,B73_H99_RIL82,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965651,E-MTAB-3758:NG-6564_RIL81_lib19892_1418_3_,ERX1042618,TRUE,18088506,18088506,202,E-MTAB-3758:B73_H99_RIL81,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487019,,B73_H99_RIL81,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965650,E-MTAB-3758:NG-6564_RIL80_lib19891_1418_3_,ERX1042617,TRUE,20440854,20440854,202,E-MTAB-3758:B73_H99_RIL80,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487018,,B73_H99_RIL80,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965649,E-MTAB-3758:NG-6564_RIL76_lib19890_1418_3_,ERX1042616,TRUE,13179818,13179818,202,E-MTAB-3758:B73_H99_RIL76,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487017,,B73_H99_RIL76,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965648,E-MTAB-3758:NG-6564_RIL75_,ERX1042615,TRUE,13282783,13282783,202,E-MTAB-3758:B73_H99_RIL75,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487016,,B73_H99_RIL75,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965647,E-MTAB-3758:NG-6564_RIL74_lib19888_1418_3_,ERX1042614,TRUE,16592293,16592293,202,E-MTAB-3758:B73_H99_RIL74,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487015,,B73_H99_RIL74,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965646,E-MTAB-3758:NG-6564_RIL73_lib19887_1418_3_,ERX1042613,TRUE,14267481,14267481,202,E-MTAB-3758:B73_H99_RIL73,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487014,,B73_H99_RIL73,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965645,E-MTAB-3758:NG-6564_RIL72_lib19886_1418_3_,ERX1042612,TRUE,16948763,16948763,202,E-MTAB-3758:B73_H99_RIL72,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487013,,B73_H99_RIL72,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965644,E-MTAB-3758:NG-6564_RIL71_lib19885_1418_3_,ERX1042611,TRUE,17579349,17579349,202,E-MTAB-3758:B73_H99_RIL71,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487012,,B73_H99_RIL71,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965643,E-MTAB-3758:NG-6564_RIL70_lib19884_1418_3_,ERX1042610,TRUE,16613379,16613379,202,E-MTAB-3758:B73_H99_RIL70,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487011,,B73_H99_RIL70,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965642,E-MTAB-3758:NG-6564_RIL69_lib19883_1418_3_,ERX1042609,TRUE,20443459,20443459,202,E-MTAB-3758:B73_H99_RIL69,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487010,,B73_H99_RIL69,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965641,E-MTAB-3758:NG-6564_RIL67_lib19882_1418_3_,ERX1042608,TRUE,19727946,19727946,202,E-MTAB-3758:B73_H99_RIL67,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487009,,B73_H99_RIL67,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965640,E-MTAB-3758:NG-6564_RIL66_lib19881_1418_3_,ERX1042607,TRUE,11135011,11135011,202,E-MTAB-3758:B73_H99_RIL66,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487008,,B73_H99_RIL66,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965639,E-MTAB-3758:NG-6564_RIL65_lib19880_1479_6_,ERX1042606,TRUE,10965052,10965052,202,E-MTAB-3758:B73_H99_RIL65,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487007,,B73_H99_RIL65,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965638,E-MTAB-3758:NG-6564_RIL64_lib19879_1479_1_,ERX1042605,TRUE,13883430,13883430,202,E-MTAB-3758:B73_H99_RIL64,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487006,,B73_H99_RIL64,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965637,E-MTAB-3758:NG-6564_RIL63_lib19878_1479_1_,ERX1042604,TRUE,14837219,14837219,202,E-MTAB-3758:B73_H99_RIL63,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487005,,B73_H99_RIL63,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965636,E-MTAB-3758:NG-6564_RIL62_lib19877_1479_1_,ERX1042603,TRUE,15639247,15639247,202,E-MTAB-3758:B73_H99_RIL62,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487004,,B73_H99_RIL62,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965635,E-MTAB-3758:NG-6564_RIL61_lib19876_1479_1_,ERX1042602,TRUE,14584978,14584978,202,E-MTAB-3758:B73_H99_RIL61,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487003,,B73_H99_RIL61,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965634,E-MTAB-3758:NG-6564_RIL60_lib19875_1479_1_,ERX1042601,TRUE,16966049,16966049,202,E-MTAB-3758:B73_H99_RIL60,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487002,,B73_H99_RIL60,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965633,E-MTAB-3758:NG-6564_RIL59_lib19874_1479_1_,ERX1042600,TRUE,17524325,17524325,202,E-MTAB-3758:B73_H99_RIL59,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487001,,B73_H99_RIL59,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965632,E-MTAB-3758:NG-6564_RIL58_lib19873_1479_1_,ERX1042599,TRUE,14983302,14983302,202,E-MTAB-3758:B73_H99_RIL58,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3487000,,B73_H99_RIL58,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965631,E-MTAB-3758:NG-6564_RIL57_lib19872_1479_1_,ERX1042598,TRUE,15062951,15062951,202,E-MTAB-3758:B73_H99_RIL57,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486999,,B73_H99_RIL57,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965630,E-MTAB-3758:NG-6564_RIL55_lib19871_1479_1_,ERX1042597,TRUE,17064996,17064996,202,E-MTAB-3758:B73_H99_RIL55,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486998,,B73_H99_RIL55,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965629,E-MTAB-3758:NG-6564_RIL54_lib19870_1479_1_,ERX1042596,TRUE,16048556,16048556,202,E-MTAB-3758:B73_H99_RIL54,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486997,,B73_H99_RIL54,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965628,E-MTAB-3758:NG-6564_RIL53_lib19869_1479_1_,ERX1042595,TRUE,19528462,19528462,202,E-MTAB-3758:B73_H99_RIL53,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486996,,B73_H99_RIL53,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965627,E-MTAB-3758:NG-6564_RIL52_lib19868_1479_1_,ERX1042594,TRUE,13950882,13950882,202,E-MTAB-3758:B73_H99_RIL52,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486995,,B73_H99_RIL52,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965626,E-MTAB-3758:NG-6564_RIL51_lib19867_1479_6_,ERX1042593,TRUE,11856096,11856096,202,E-MTAB-3758:B73_H99_RIL51,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486994,,B73_H99_RIL51,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965625,E-MTAB-3758:NG-6564_RIL50_lib19866_1479_3_,ERX1042592,TRUE,23186608,23186608,202,E-MTAB-3758:B73_H99_RIL50,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486993,,B73_H99_RIL50,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965624,E-MTAB-3758:NG-6564_RIL49_lib19865_1479_3_,ERX1042591,TRUE,19985910,19985910,202,E-MTAB-3758:B73_H99_RIL49,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486992,,B73_H99_RIL49,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965623,E-MTAB-3758:NG-6564_RIL48_lib19864_1479_3_,ERX1042590,TRUE,24392767,24392767,202,E-MTAB-3758:B73_H99_RIL48,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486991,,B73_H99_RIL48,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965622,E-MTAB-3758:NG-6564_RIL47_lib19863_1479_3_,ERX1042589,TRUE,28395482,28395482,202,E-MTAB-3758:B73_H99_RIL47,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486990,,B73_H99_RIL47,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965621,E-MTAB-3758:NG-6564_RIL46_lib19862_1479_2_,ERX1042588,TRUE,13990887,13990887,202,E-MTAB-3758:B73_H99_RIL46,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486989,,B73_H99_RIL46,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965620,E-MTAB-3758:NG-6564_RIL45_lib19861_1479_2_,ERX1042587,TRUE,14082291,14082291,202,E-MTAB-3758:B73_H99_RIL45,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486988,,B73_H99_RIL45,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965619,E-MTAB-3758:NG-6564_RIL44_lib19860_1479_3_,ERX1042586,TRUE,24105616,24105616,202,E-MTAB-3758:B73_H99_RIL44,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486987,,B73_H99_RIL44,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965618,E-MTAB-3758:NG-6564_RIL43_lib19859_1479_2_,ERX1042585,TRUE,16304671,16304671,202,E-MTAB-3758:B73_H99_RIL43,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486986,,B73_H99_RIL43,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965617,E-MTAB-3758:NG-6564_RIL42_lib19858_1479_2_,ERX1042584,TRUE,18996963,18996963,202,E-MTAB-3758:B73_H99_RIL42,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486985,,B73_H99_RIL42,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965616,E-MTAB-3758:NG-6564_RIL40_lib19857_1479_3_,ERX1042583,TRUE,21573773,21573773,202,E-MTAB-3758:B73_H99_RIL40,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486984,,B73_H99_RIL40,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965615,E-MTAB-3758:NG-6564_RIL39_lib19856_1479_2_,ERX1042582,TRUE,12151876,12151876,202,E-MTAB-3758:B73_H99_RIL39,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486983,,B73_H99_RIL39,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965614,E-MTAB-3758:NG-6564_RIL38_lib19855_1479_2_,ERX1042581,TRUE,17656427,17656427,202,E-MTAB-3758:B73_H99_RIL38,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486982,,B73_H99_RIL38,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965613,E-MTAB-3758:NG-6564_RIL37_lib19854_1479_2_,ERX1042580,TRUE,14404978,14404978,202,E-MTAB-3758:B73_H99_RIL37,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486981,,B73_H99_RIL37,RANDOM,TRANSCRIPTOMIC,RNA-Seq
ERR965612,E-MTAB-3758:NG-6564_RIL36_lib19853_1479_3_,ERX1042579,TRUE,21697757,21697757,202,E-MTAB-3758:B73_H99_RIL36,Illumina HiSeq 2000 paired end sequencing; Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,Transcriptome analysis of 103 RILs of a B73 x H99 RIL population,SAMEA3486980,,B73_H99_RIL36,RANDOM,TRANSCRIPTOMIC,RNA-Seq
