srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR5290933,GSM2509837_r1,SRX2593654,TRUE,26799669,26799669,200,GSM2509837,GSM2509837: BM_13_EM_rep2; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509837,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290932,GSM2509836_r1,SRX2593653,TRUE,23769637,23769637,200,GSM2509836,GSM2509836: BM_13_EM_rep1; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509836,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290931,GSM2509835_r1,SRX2593652,TRUE,17646167,17646167,200,GSM2509835,GSM2509835: MB_11_EM_rep3; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509835,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290930,GSM2509834_r1,SRX2593651,TRUE,19217812,19217812,200,GSM2509834,GSM2509834: MB_11_EM_rep2; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509834,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290929,GSM2509833_r1,SRX2593650,TRUE,20087705,20087705,200,GSM2509833,GSM2509833: MB_11_EM_rep1; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509833,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290928,GSM2509832_r1,SRX2593649,TRUE,22457938,22457938,200,GSM2509832,GSM2509832: BM_11_EM_rep3; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509832,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290927,GSM2509831_r1,SRX2593648,TRUE,22563097,22563097,200,GSM2509831,GSM2509831: BM_11_EM_rep2; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509831,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290926,GSM2509830_r1,SRX2593647,TRUE,16839376,16839376,200,GSM2509830,GSM2509830: BM_11_EM_rep1; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509830,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290925,GSM2509829_r1,SRX2593646,TRUE,23219133,23219133,200,GSM2509829,GSM2509829: MB_09_EM_rep3; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509829,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290924,GSM2509828_r1,SRX2593645,TRUE,17115837,17115837,200,GSM2509828,GSM2509828: MB_09_EM_rep2; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509828,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290923,GSM2509827_r1,SRX2593644,TRUE,21047188,21047188,200,GSM2509827,GSM2509827: MB_09_EM_rep1; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509827,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290922,GSM2509826_r1,SRX2593643,TRUE,20270955,20270955,200,GSM2509826,GSM2509826: BM_09_EM_rep3; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509826,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290921,GSM2509825_r1,SRX2593642,TRUE,17020492,17020492,200,GSM2509825,GSM2509825: BM_09_EM_rep2; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509825,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290920,GSM2509824_r1,SRX2593641,TRUE,19660663,19660663,200,GSM2509824,GSM2509824: BM_09_EM_rep1; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509824,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290919,GSM2509823_r1,SRX2593640,TRUE,21989713,21989713,200,GSM2509823,GSM2509823: MB_07_EM_rep3; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509823,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290918,GSM2509822_r1,SRX2593639,TRUE,18695902,18695902,200,GSM2509822,GSM2509822: MB_07_EM_rep2; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509822,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290917,GSM2509821_r1,SRX2593638,TRUE,16173887,16173887,200,GSM2509821,GSM2509821: MB_07_EM_rep1; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509821,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290916,GSM2509820_r1,SRX2593637,TRUE,17556055,17556055,200,GSM2509820,GSM2509820: BM_07_EM_rep3; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509820,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290915,GSM2509819_r1,SRX2593636,TRUE,20353812,20353812,200,GSM2509819,GSM2509819: BM_07_EM_rep2; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509819,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290914,GSM2509818_r1,SRX2593635,TRUE,22497760,22497760,200,GSM2509818,GSM2509818: BM_07_EM_rep1; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509818,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290913,GSM2509817_r1,SRX2593634,TRUE,21326762,21326762,200,GSM2509817,GSM2509817: MB_05_EM_rep3; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509817,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290912,GSM2509816_r1,SRX2593633,TRUE,17778320,17778320,200,GSM2509816,GSM2509816: MB_05_EM_rep2; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509816,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290911,GSM2509815_r1,SRX2593632,TRUE,17546808,17546808,200,GSM2509815,GSM2509815: MB_05_EM_rep1; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509815,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290910,GSM2509814_r1,SRX2593631,TRUE,17009227,17009227,200,GSM2509814,GSM2509814: BM_05_EM_rep3; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509814,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290909,GSM2509813_r1,SRX2593630,TRUE,16747787,16747787,200,GSM2509813,GSM2509813: BM_05_EM_rep2; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509813,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290908,GSM2509812_r1,SRX2593629,TRUE,19729525,19729525,200,GSM2509812,GSM2509812: BM_05_EM_rep1; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509812,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290907,GSM2509811_r1,SRX2593628,TRUE,14842762,14842762,250,GSM2509811,GSM2509811: MB_LCM_05_EM_rep3; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509811,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290906,GSM2509810_r1,SRX2593627,TRUE,15510090,15510090,250,GSM2509810,GSM2509810: MB_LCM_05_EM_rep2; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509810,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290905,GSM2509809_r1,SRX2593626,TRUE,15491693,15491693,250,GSM2509809,GSM2509809: MB_LCM_05_EM_rep1; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509809,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290904,GSM2509808_r1,SRX2593625,TRUE,14459255,14459255,250,GSM2509808,GSM2509808: BM_LCM_05_EM_rep3; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509808,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290903,GSM2509807_r1,SRX2593623,TRUE,14997212,14997212,250,GSM2509807,GSM2509807: BM_LCM_05_EM_rep2; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509807,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290901,GSM2509806_r1,SRX2593622,TRUE,15199556,15199556,250,GSM2509806,GSM2509806: BM_LCM_05_EM_rep1; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509806,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290900,GSM2509805_r1,SRX2593621,TRUE,16064837,16064837,250,GSM2509805,GSM2509805: MB_LCM_03_EM_rep3; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509805,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290899,GSM2509804_r1,SRX2593620,TRUE,17459006,17459006,250,GSM2509804,GSM2509804: MB_LCM_03_EM_rep2; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509804,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290898,GSM2509803_r1,SRX2593619,TRUE,17884943,17884943,250,GSM2509803,GSM2509803: MB_LCM_03_EM_rep1; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509803,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290897,GSM2509802_r1,SRX2593618,TRUE,18045883,18045883,250,GSM2509802,GSM2509802: BM_LCM_03_EM_rep3; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509802,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290896,GSM2509801_r1,SRX2593617,TRUE,17200172,17200172,250,GSM2509801,GSM2509801: BM_LCM_03_EM_rep2; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509801,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5290895,GSM2509800_r1,SRX2593616,TRUE,17978114,17978114,250,GSM2509800,GSM2509800: BM_LCM_03_EM_rep1; Zea mays; RNA-Seq,,Sequential gene activation and extensive gene imprinting during early embryo development in maize,GSM2509800,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
