srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR8502771,B14-3_R1.fastq.gz,SRX5306693,TRUE,43861165,43861165,244,maize B14_3,RNA-seq of maize B73 14DAP tiller buds,KAPA stranded mRNA kit,regulatory landscape of a core maize domestication module controlling bud dormancy,maize B14_3,,maize B14_3,other,TRANSCRIPTOMIC,RNA-Seq
SRR8502772,B14-2_R1.fastq.gz,SRX5306692,TRUE,45442214,45442214,243,maize B14_2,RNA-seq of maize B73 14DAP tiller buds,KAPA stranded mRNA kit,regulatory landscape of a core maize domestication module controlling bud dormancy,maize B14_2,,maize B14_2,other,TRANSCRIPTOMIC,RNA-Seq
SRR8502773,gt8-2_R1.fastq.gz,SRX5306691,TRUE,69467012,69467012,241,maize gt8_2,RNA-seq of gt1 mutant 8DAP tiller buds,KAPA stranded mRNA kit,regulatory landscape of a core maize domestication module controlling bud dormancy,maize gt8_2,,maize gt8_2,other,TRANSCRIPTOMIC,RNA-Seq
SRR8502774,gt8-1_R1.fastq.gz,SRX5306690,TRUE,42711524,42711524,243,maize gt8_1,RNA-seq of gt1 mutant 8DAP tiller buds,KAPA stranded mRNA kit,regulatory landscape of a core maize domestication module controlling bud dormancy,maize gt8_1,,maize gt8_1,other,TRANSCRIPTOMIC,RNA-Seq
SRR8502775,B12-2_R1.fastq.gz,SRX5306689,TRUE,35933232,35933232,242,maize B12_2,RNA-seq of maize B73 12DAP tiller buds,KAPA stranded mRNA kit,regulatory landscape of a core maize domestication module controlling bud dormancy,maize B12_2,,maize B12_2,other,TRANSCRIPTOMIC,RNA-Seq
SRR8502776,B12-1_R1.fastq.gz,SRX5306688,TRUE,40987753,40987753,242,maize B12_1,RNA-seq of maize B73 12DAP tiller buds,KAPA stranded mRNA kit,regulatory landscape of a core maize domestication module controlling bud dormancy,maize B12_1,,maize B12_1,other,TRANSCRIPTOMIC,RNA-Seq
SRR8502777,B14-1_R1.fastq.gz,SRX5306687,TRUE,44712307,44712307,244,maize B14_1,RNA-seq of maize B73 14DAP tiller buds,KAPA stranded mRNA kit,regulatory landscape of a core maize domestication module controlling bud dormancy,maize B14_1,,maize B14_1,other,TRANSCRIPTOMIC,RNA-Seq
SRR8502778,B12-3_R1.fastq.gz,SRX5306686,TRUE,80520113,80520113,242,maize B12_3,RNA-seq of maize B73 12DAP tiller buds,KAPA stranded mRNA kit,regulatory landscape of a core maize domestication module controlling bud dormancy,maize B12_3,,maize B12_3,other,TRANSCRIPTOMIC,RNA-Seq
SRR8502779,gt8-4_R1.fastq.gz,SRX5306685,TRUE,27784382,27784382,243,maize gt8_4,RNA-seq of gt1 mutant 8DAP tiller buds,KAPA stranded mRNA kit,regulatory landscape of a core maize domestication module controlling bud dormancy,maize gt8_4,,maize gt8_4,other,TRANSCRIPTOMIC,RNA-Seq
SRR8502780,gt8-3_R1.fastq.gz,SRX5306684,TRUE,34599492,34599492,242,maize gt8_3,RNA-seq of gt1 mutant 8DAP tiller buds,KAPA stranded mRNA kit,regulatory landscape of a core maize domestication module controlling bud dormancy,maize gt8_3,,maize gt8_3,other,TRANSCRIPTOMIC,RNA-Seq
SRR8502781,tb12-3_R1.fastq.gz,SRX5306683,TRUE,18765696,18765696,238,maize tb12_3,RNA-seq of tb1 mutant 12DAP tiller buds,KAPA stranded mRNA kit,regulatory landscape of a core maize domestication module controlling bud dormancy,maize tb12_3,,maize tb12_3,other,TRANSCRIPTOMIC,RNA-Seq
