srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR7690943,GSM3331234_r1,SRX4550511,TRUE,20439487,20439487,200,GSM3331234,GSM3331234: rbm48-umu1 +/+ (WT) Rep4; Zea mays; RNA-Seq,,RNA-Seq mapping enabled quantitative analysis of gene expression differences between WT and rbm48 mutants in Zea mays (Maize).,GSM3331234,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7690942,GSM3331233_r1,SRX4550510,TRUE,24000237,24000237,200,GSM3331233,GSM3331233: rbm48-umu1 +/+ (WT) Rep3; Zea mays; RNA-Seq,,RNA-Seq mapping enabled quantitative analysis of gene expression differences between WT and rbm48 mutants in Zea mays (Maize).,GSM3331233,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7690941,GSM3331232_r1,SRX4550509,TRUE,20157543,20157543,200,GSM3331232,GSM3331232: rbm48-umu1 +/+ (WT) Rep2; Zea mays; RNA-Seq,,RNA-Seq mapping enabled quantitative analysis of gene expression differences between WT and rbm48 mutants in Zea mays (Maize).,GSM3331232,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7690940,GSM3331231_r1,SRX4550508,TRUE,23158782,23158782,200,GSM3331231,GSM3331231: rbm48-umu1 +/+ (WT) Rep1; Zea mays; RNA-Seq,,RNA-Seq mapping enabled quantitative analysis of gene expression differences between WT and rbm48 mutants in Zea mays (Maize).,GSM3331231,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7690939,GSM3331230_r1,SRX4550507,TRUE,21426742,21426742,200,GSM3331230,GSM3331230: rbm48-umu1 -/- Rep4; Zea mays; RNA-Seq,,RNA-Seq mapping enabled quantitative analysis of gene expression differences between WT and rbm48 mutants in Zea mays (Maize).,GSM3331230,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7690938,GSM3331229_r1,SRX4550506,TRUE,20991379,20991379,200,GSM3331229,GSM3331229: rbm48-umu1 -/- Rep3; Zea mays; RNA-Seq,,RNA-Seq mapping enabled quantitative analysis of gene expression differences between WT and rbm48 mutants in Zea mays (Maize).,GSM3331229,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7690937,GSM3331228_r1,SRX4550505,TRUE,25031099,25031099,200,GSM3331228,GSM3331228: rbm48-umu1 -/- Rep2; Zea mays; RNA-Seq,,RNA-Seq mapping enabled quantitative analysis of gene expression differences between WT and rbm48 mutants in Zea mays (Maize).,GSM3331228,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7690936,GSM3331227_r1,SRX4550504,TRUE,23546809,23546809,200,GSM3331227,GSM3331227: rbm48-umu1 -/- Rep1; Zea mays; RNA-Seq,,RNA-Seq mapping enabled quantitative analysis of gene expression differences between WT and rbm48 mutants in Zea mays (Maize).,GSM3331227,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7685283,ufo1-pacbio.fastq,SRX4545787,FALSE,8392773,0,12014,Ufo1-1 PacBio,Maize BC5F3(B73) Ufo1-1 PacBio sequencing,Whole genome sequencing was performed on BC5F3(B73) Ufo1-1 plants using single molecule sequencing technology (SMRT) from Pacific Biosciences.,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,PacBio sequencing of the maize Ufo1 introgression line,,Ufo1-1 PacBio,RANDOM,GENOMIC,WGS
SRR7611214,GSM3308716_r1,SRX4476042,FALSE,42783418,0,50,GSM3308716,GSM3308716: Ufo1_3_pericarp_2_sRNA; Zea mays; ncRNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308716,,,size fractionation,TRANSCRIPTOMIC,ncRNA-Seq
SRR7611213,GSM3308715_r1,SRX4476041,FALSE,44460811,0,50,GSM3308715,GSM3308715: Ufo1_2_pericarp_2_sRNA; Zea mays; ncRNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308715,,,size fractionation,TRANSCRIPTOMIC,ncRNA-Seq
SRR7611212,GSM3308714_r1,SRX4476040,FALSE,35889601,0,50,GSM3308714,GSM3308714: Ufo1_1_pericarp_2_sRNA; Zea mays; ncRNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308714,,,size fractionation,TRANSCRIPTOMIC,ncRNA-Seq
SRR7611211,GSM3308713_r1,SRX4476039,FALSE,40710059,0,50,GSM3308713,GSM3308713: sil_3_pericarp_2_sRNA; Zea mays; ncRNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308713,,,size fractionation,TRANSCRIPTOMIC,ncRNA-Seq
SRR7611210,GSM3308712_r1,SRX4476038,FALSE,50540951,0,50,GSM3308712,GSM3308712: sil_2_pericarp_2_sRNA; Zea mays; ncRNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308712,,,size fractionation,TRANSCRIPTOMIC,ncRNA-Seq
SRR7611209,GSM3308711_r1,SRX4476037,FALSE,45291962,0,50,GSM3308711,GSM3308711: sil_1_pericarp_2_sRNA; Zea mays; ncRNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308711,,,size fractionation,TRANSCRIPTOMIC,ncRNA-Seq
SRR7611208,GSM3308710_r1,SRX4476036,FALSE,44554024,0,50,GSM3308710,GSM3308710: Ufo1_2_pericarp_1; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308710,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611207,GSM3308709_r1,SRX4476035,FALSE,50499454,0,50,GSM3308709,GSM3308709: Ufo1_1_pericarp_1; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308709,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611206,GSM3308708_r1,SRX4476034,FALSE,53325609,0,50,GSM3308708,GSM3308708: B73_2_pericarp_1; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308708,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611205,GSM3308707_r1,SRX4476033,FALSE,38564517,0,50,GSM3308707,GSM3308707: B73_1_pericarp_1; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308707,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611204,GSM3308706_r1,SRX4476032,FALSE,48163845,0,50,GSM3308706,GSM3308706: Ufo1_2_leaf; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308706,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611203,GSM3308705_r1,SRX4476031,FALSE,38284634,0,51,GSM3308705,GSM3308705: Ufo1_1_leaf; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308705,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611202,GSM3308704_r1,SRX4476030,FALSE,54056841,0,50,GSM3308704,GSM3308704: B73_2_leaf; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308704,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611201,GSM3308703_r1,SRX4476029,FALSE,186267750,0,51,GSM3308703,GSM3308703: B73_1_leaf; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308703,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611200,GSM3308702_r1,SRX4476028,FALSE,37062590,0,51,GSM3308702,GSM3308702: wt_5_seedling; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308702,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611199,GSM3308701_r1,SRX4476027,FALSE,35828120,0,51,GSM3308701,GSM3308701: wt_4_seedling; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308701,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611198,GSM3308700_r1,SRX4476026,FALSE,42194269,0,51,GSM3308700,GSM3308700: wt_3_seedling; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308700,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611197,GSM3308699_r1,SRX4476025,FALSE,29578859,0,51,GSM3308699,GSM3308699: wt_2_seedling; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308699,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611196,GSM3308698_r1,SRX4476024,FALSE,45356618,0,51,GSM3308698,GSM3308698: wt_1_seedling; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308698,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611195,GSM3308697_r1,SRX4476023,FALSE,45191708,0,51,GSM3308697,GSM3308697: Ufo1_5_seedling; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308697,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611194,GSM3308696_r1,SRX4476022,FALSE,23970180,0,51,GSM3308696,GSM3308696: Ufo1_4_seedling; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308696,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611193,GSM3308695_r1,SRX4476021,FALSE,41101040,0,51,GSM3308695,GSM3308695: Ufo1_3_seedling; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308695,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611192,GSM3308694_r1,SRX4476020,FALSE,41298146,0,51,GSM3308694,GSM3308694: Ufo1_2_seedling; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308694,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611191,GSM3308693_r1,SRX4476019,FALSE,50839163,0,51,GSM3308693,GSM3308693: Ufo1_1_seedling; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308693,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611190,GSM3308692_r1,SRX4476018,FALSE,29483029,0,51,GSM3308692,GSM3308692: Ufo1_3_pericarp_2; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308692,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611189,GSM3308691_r1,SRX4476017,FALSE,36321282,0,51,GSM3308691,GSM3308691: Ufo1_2_pericarp_2; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308691,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611188,GSM3308690_r1,SRX4476016,FALSE,35044786,0,51,GSM3308690,GSM3308690: Ufo1_1_pericarp_2; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308690,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611187,GSM3308689_r1,SRX4476015,FALSE,32582442,0,51,GSM3308689,GSM3308689: sil_3_pericarp_2; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308689,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611186,GSM3308688_r1,SRX4476014,FALSE,30614775,0,51,GSM3308688,GSM3308688: sil_2_pericarp_2; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308688,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611185,GSM3308687_r1,SRX4476013,FALSE,31834484,0,51,GSM3308687,GSM3308687: sil_1_pericarp_2; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308687,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611184,GSM3308686_r1,SRX4476012,FALSE,29487044,0,51,GSM3308686,GSM3308686: wt_3_pericarp_2; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308686,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611183,GSM3308685_r1,SRX4476011,FALSE,30100676,0,51,GSM3308685,GSM3308685: wt_2_pericarp_2; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308685,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7611182,GSM3308684_r1,SRX4476010,FALSE,28900537,0,51,GSM3308684,GSM3308684: wt_1_pericarp_2; Zea mays; RNA-Seq,,The dominant and poor penetrant phenotypes of the maize mutation Unstable factor for orange1 are caused by DNA methylation changes at a linked transposon,GSM3308684,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7280078,GSM3179459_r1,SRX4183652,FALSE,47251880,0,100,GSM3179459,GSM3179459: 2mmTassel_re2mut_rep3; Zea mays; RNA-Seq,,Rel2-mediated transcriptional repression regulates vegetative and reproductive architecture in maize,GSM3179459,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7280077,GSM3179458_r1,SRX4183651,FALSE,44766954,0,100,GSM3179458,GSM3179458: 2mmTassel_re2mut_rep2; Zea mays; RNA-Seq,,Rel2-mediated transcriptional repression regulates vegetative and reproductive architecture in maize,GSM3179458,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7280076,GSM3179457_r1,SRX4183650,FALSE,48083414,0,100,GSM3179457,GSM3179457: 2mmTassel_re2mut_rep1; Zea mays; RNA-Seq,,Rel2-mediated transcriptional repression regulates vegetative and reproductive architecture in maize,GSM3179457,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7280075,GSM3179456_r1,SRX4183649,FALSE,49677040,0,100,GSM3179456,GSM3179456: 2mmTassel_wildtype_rep3; Zea mays; RNA-Seq,,Rel2-mediated transcriptional repression regulates vegetative and reproductive architecture in maize,GSM3179456,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7280074,GSM3179455_r1,SRX4183648,FALSE,47102179,0,100,GSM3179455,GSM3179455: 2mmTassel_wildtype_rep2; Zea mays; RNA-Seq,,Rel2-mediated transcriptional repression regulates vegetative and reproductive architecture in maize,GSM3179455,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7280073,GSM3179454_r1,SRX4183647,FALSE,44273951,0,100,GSM3179454,GSM3179454: 2mmTassel_wildtype_rep1; Zea mays; RNA-Seq,,Rel2-mediated transcriptional repression regulates vegetative and reproductive architecture in maize,GSM3179454,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7153135,GSM3140228_r1,SRX4072596,TRUE,25580850,25580850,199,GSM3140228,GSM3140228: o2 ChIP rep2; Zea mays; ChIP-Seq,,Opaque-2 regulates a complex gene network associated with cell differentiation and storage function of maize endosperm,GSM3140228,,,ChIP,GENOMIC,ChIP-Seq
SRR7153134,GSM3140227_r1,SRX4072595,TRUE,33169368,33169368,200,GSM3140227,GSM3140227: o2 ChIP rep1; Zea mays; ChIP-Seq,,Opaque-2 regulates a complex gene network associated with cell differentiation and storage function of maize endosperm,GSM3140227,,,ChIP,GENOMIC,ChIP-Seq
SRR7153133,GSM3140226_r1,SRX4072594,TRUE,28166278,28166278,199,GSM3140226,GSM3140226: WT ChIP rep2; Zea mays; ChIP-Seq,,Opaque-2 regulates a complex gene network associated with cell differentiation and storage function of maize endosperm,GSM3140226,,,ChIP,GENOMIC,ChIP-Seq
SRR7153132,GSM3140225_r1,SRX4072593,TRUE,38299434,38299434,200,GSM3140225,GSM3140225: WT ChIP rep1; Zea mays; ChIP-Seq,,Opaque-2 regulates a complex gene network associated with cell differentiation and storage function of maize endosperm,GSM3140225,,,ChIP,GENOMIC,ChIP-Seq
SRR7153131,GSM3140224_r1,SRX4072592,TRUE,30956288,30956288,200,GSM3140224,GSM3140224: o2 RNA rep3; Zea mays; RNA-Seq,,Opaque-2 regulates a complex gene network associated with cell differentiation and storage function of maize endosperm,GSM3140224,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7153130,GSM3140223_r1,SRX4072591,TRUE,29628718,29628718,200,GSM3140223,GSM3140223: o2 RNA rep2; Zea mays; RNA-Seq,,Opaque-2 regulates a complex gene network associated with cell differentiation and storage function of maize endosperm,GSM3140223,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7153129,GSM3140222_r1,SRX4072590,TRUE,33397557,33397557,200,GSM3140222,GSM3140222: o2 RNA rep1; Zea mays; RNA-Seq,,Opaque-2 regulates a complex gene network associated with cell differentiation and storage function of maize endosperm,GSM3140222,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7153128,GSM3140221_r1,SRX4072589,TRUE,26453242,26453242,200,GSM3140221,GSM3140221: WT RNA rep3; Zea mays; RNA-Seq,,Opaque-2 regulates a complex gene network associated with cell differentiation and storage function of maize endosperm,GSM3140221,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7153127,GSM3140220_r1,SRX4072588,TRUE,28433700,28433700,200,GSM3140220,GSM3140220: WT RNA rep2; Zea mays; RNA-Seq,,Opaque-2 regulates a complex gene network associated with cell differentiation and storage function of maize endosperm,GSM3140220,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR7153126,GSM3140219_r1,SRX4072587,TRUE,28438096,28438096,200,GSM3140219,GSM3140219: WT RNA rep1; Zea mays; RNA-Seq,,Opaque-2 regulates a complex gene network associated with cell differentiation and storage function of maize endosperm,GSM3140219,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR6988699,GSM3094777_r1,SRX3927679,TRUE,20137505,20137505,300,GSM3094777,GSM3094777: zmbzip22_rep3; Zea mays; RNA-Seq,,Next Generation Sequencing Facilitates Quantitative Analysis of WT and zmbzip22 mutant Transcriptomes,GSM3094777,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR6988698,GSM3094776_r1,SRX3927678,TRUE,23403259,23403259,300,GSM3094776,GSM3094776: zmbzip22_rep2; Zea mays; RNA-Seq,,Next Generation Sequencing Facilitates Quantitative Analysis of WT and zmbzip22 mutant Transcriptomes,GSM3094776,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR6988697,GSM3094775_r1,SRX3927677,TRUE,21857213,21857213,300,GSM3094775,GSM3094775: zmbzip22_rep1; Zea mays; RNA-Seq,,Next Generation Sequencing Facilitates Quantitative Analysis of WT and zmbzip22 mutant Transcriptomes,GSM3094775,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR6988696,GSM3094774_r1,SRX3927676,TRUE,21638143,21638143,300,GSM3094774,GSM3094774: WT_rep3; Zea mays; RNA-Seq,,Next Generation Sequencing Facilitates Quantitative Analysis of WT and zmbzip22 mutant Transcriptomes,GSM3094774,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR6988695,GSM3094773_r1,SRX3927675,TRUE,16916200,16916200,300,GSM3094773,GSM3094773: WT_rep2; Zea mays; RNA-Seq,,Next Generation Sequencing Facilitates Quantitative Analysis of WT and zmbzip22 mutant Transcriptomes,GSM3094773,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR6988694,GSM3094772_r1,SRX3927674,TRUE,22245106,22245106,300,GSM3094772,GSM3094772: WT_rep1; Zea mays; RNA-Seq,,Next Generation Sequencing Facilitates Quantitative Analysis of WT and zmbzip22 mutant Transcriptomes,GSM3094772,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5270334,GSM2495035_r1,SRX2574389,TRUE,32094845,32094845,250,GSM2495035,GSM2495035: fl3-3; Zea mays; RNA-Seq,,Next Generation Sequencing Analysis of Wild Type and fl3 Transcriptomes in 10DAP(day after pollination) endosperm,GSM2495035,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
SRR5270333,GSM2495034_r1,SRX2574388,TRUE,32706430,32706430,250,GSM2495034,GSM2495034: fl3-2; Zea mays; RNA-Seq,,Next Generation Sequencing Analysis of Wild Type and fl3 Transcriptomes in 10DAP(day after pollination) endosperm,GSM2495034,,,cDNA,TRANSCRIPTOMIC,RNA-Seq
