srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR1169654,whole-seed_10DAP,SRX471150,TRUE,13766712,13766712,202,whole-seed_10DAP,transcriptome for whole seed 10 days after pollination,Zea mays Transcriptome or Gene expression,10DAP_whole-seed_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169653,whole-seed_k8,SRX471149,TRUE,18002641,18002641,202,whole-seed_k8,transcriptome for whole seed 8 days after pollination,Zea mays Transcriptome or Gene expression,8DAP_whole-seed_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169652,whole-seed_k4_rep2,SRX471148,TRUE,8889906,8889906,200,whole-seed_k4_rep2,transcriptome replicate2 for whole seed 4 days after pollination,Zea mays Transcriptome or Gene expression,4DAP_whole-seed_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169651,whole-seed_k4_rep1,SRX471147,TRUE,15998935,15998935,202,whole-seed_k4_rep1,transcriptome replicate1 for whole seed 4 days after pollination,Zea mays Transcriptome or Gene expression,4DAP_whole-seed_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169650,whole-seed_k3,SRX471146,TRUE,10192726,10192726,200,whole-seed_k3,transcriptome for whole seed 3 days after pollination,Zea mays Transcriptome or Gene expression,3DAP_whole-seed_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169649,whole-seed_k2,SRX471145,TRUE,16005378,16005378,202,whole-seed_k2,transcriptome for whole-seed 2 days after pollination,Zea mays Transcriptome or Gene expression,2DAP_whole-seed_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169648,whole-seed_k0,SRX471144,TRUE,15933420,15933420,202,whole-seed_k0,transcriptome for whole seed 0 day after pollination,Zea mays Transcriptome or Gene expression,0DAP_whole-seed_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169647,endosperm_38DAP,SRX471143,TRUE,15894218,15894218,202,endosperm_38DAP,transcriptome for endosperm 38 days after pollination,Zea mays Transcriptome or Gene expression,38_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169646,endosperm_36DAP,SRX471142,TRUE,13208903,13208903,202,endosperm_36DAP,transcriptome for endosperm 36 days after pollination,Zea mays Transcriptome or Gene expression,36DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169645,endosperm_34DAP,SRX471141,TRUE,12415489,12415489,202,endosperm_34DAP,transcriptome for endosperm 34 days after pollination,Zea mays Transcriptome or Gene expression,34DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169644,endosperm_32DAP,SRX471140,TRUE,18975289,18975289,202,endosperm_32DAP,transcriptome for endosperm 32 days after pollination,Zea mays Transcriptome or Gene expression,32DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169643,endosperm_30DAP,SRX471139,TRUE,20267718,20267718,202,endosperm_30DAP,transcriptome for endosperm 30 days after pollination,Zea mays Transcriptome or Gene expression,30DAP_endopserm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169642,endosperm_28DAP,SRX471138,TRUE,12856719,12856719,202,endosperm_28DAP,transcriptome for endosperm 28 days after pollination,Zea mays Transcriptome or Gene expression,28DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169641,endosperm_26DAP,SRX471137,TRUE,6357574,6357574,200,endosperm_26DAP,transcriptome for endosperm 26 days after pollination,Zea mays Transcriptome or Gene expression,26DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169640,endosperm_24DAP_rep2,SRX471136,TRUE,10127909,10127909,200,endosperm_24DAP_rep2,transcriptome replicate2 for endosperm 24 days after pollination,Zea mays Transcriptome or Gene expression,24DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169639,endosperm_24DAP_rep1,SRX471134,TRUE,21294938,21294938,202,endosperm_24DAP_rep1,transcriptome replicate1 for endosperm 24 days after pollination,Zea mays Transcriptome or Gene expression,24DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169637,endosperm_22DAP,SRX471133,TRUE,16399234,16399234,202,endosperm_22DAP,transcriptome for endosperm 22 days after pollination,Zea mays Transcriptome or Gene expression,22DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169636,endosperm_20DAP,SRX471132,TRUE,17817227,17817227,202,endosperm_20DAP,transcriptome for endosperm 20 days after pollination,Zea mays Transcriptome or Gene expression,20DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169635,endosperm_18DAP_rep2,SRX471131,TRUE,7491638,7491638,200,endosperm_18DAP_rep2,transcriptome replicate2 for endosperm 18 days after pollination,Zea mays Transcriptome or Gene expression,18DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169634,endosperm_18DAP_rep1,SRX471130,TRUE,22808957,22808957,202,endosperm_18DAP_rep1,transcriptome replicate1 for endosperm 18 days after pollination,Zea mays Transcriptome or Gene expression,18DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169633,endosperm_16DAP,SRX471129,TRUE,25171695,25171695,202,endosperm_16DAP,transcriptome for endosperm 16 days after pollination,Zea mays Transcriptome or Gene expression,16DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169632,endosperm_14DAP_rep2,SRX471128,TRUE,10481190,10481190,200,endosperm_14DAP_rep2,transcriptome replicate2 for endosperm 14 days after pollination,Zea mays Transcriptome or Gene expression,14DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169631,endosperm_14DAP_rep1,SRX471127,TRUE,27366862,27366862,202,endosperm_14DAP_rep1,transcriptome replicate1 for endosperm 14 days after pollination,Zea mays Transcriptome or Gene expression,14DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169630,endosperm_12DAP_rep2,SRX471126,TRUE,9577967,9577967,200,endosperm_12DAP_rep2,transcriptome replicate2 for endosperm 12 days after pollination,Zea mays Transcriptome or Gene expression,12DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169629,endosperm_12DAP_rep1,SRX471125,TRUE,17496530,17496530,202,endosperm_12DAP_rep1,transcriptome replicate1 for endosperm 12 days after pollination,Zea mays Transcriptome or Gene expression,12DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169628,endosperm_10DAP,SRX471124,TRUE,24344621,24344621,202,endosperm_10DAP,transcriptome for endosperm 10 days after pollination,Zea mays Transcriptome or Gene expression,10DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169627,endosperm_8DAP,SRX471123,TRUE,8887112,8887112,200,endosperm_8DAP,transcriptome for endosperm 8 days after pollination,Zea mays Transcriptome or Gene expression,8DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1169626,endosperm_6DAP,SRX471122,TRUE,13201493,13201493,200,endosperm_6DAP,transcriptome for endosperm 6 days after pollination,Zea mays Transcriptome or Gene expression,6DAP_endosperm_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1168437,embryo_36DAP,SRX470191,TRUE,15817589,15817589,202,embryo_36DAP,transcriptome for embryo 36 days after pollination,Zea mays Transcriptome or Gene expression,36DAP_embryo_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1168436,embryo_34DAP,SRX470189,TRUE,23651371,23651371,202,embryo_34DAP,transcriptome for embryo 34 days after pollination,Zea mays Transcriptome or Gene expression,34DAP_embryo_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1168435,embryo_32DAP,SRX470188,TRUE,14376984,14376984,202,embryo_32DAP,transcriptome for embryo 32 days after pollination,Zea mays Transcriptome or Gene expression,32DAP_embryo_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1168434,embryo_30DAP,SRX470187,TRUE,18239735,18239735,202,embryo_30DAP,transcriptome for embryo 30 days after pollination,Zea mays Transcriptome or Gene expression,30DAP_embryo_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1168432,embryo_28DAP,SRX470186,TRUE,16952402,16952402,202,embryo_28DAP,transcriptome for embryo 28 days after pollination,Zea mays Transcriptome or Gene expression,28DAP_embryo_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1168431,embryo_26DAP,SRX470185,TRUE,10504326,10504326,200,embryo_26DAP,transcriptome for embryo 26 days after pollination,Zea mays Transcriptome or Gene expression,26DAP_embryo_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1168429,embryo_24DAP,SRX470184,TRUE,9233219,9233219,200,embryo_24DAP,transcriptome for embryo 24 days after pollination,Zea mays Transcriptome or Gene expression,24DAP_embryo_B73,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1168430,embryo_20DAP,SRX470182,TRUE,9445342,9445342,202,embryo_20DAP,transcriptome for embryo 20 days after pollination,Zea mays Transcriptome or Gene expression,20DAP_embryo,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1168423,embryo_16DAP,SRX470179,TRUE,15694676,15694676,202,embryo_16DAP,transcriptome for embryo 16 days after pollination,Zea mays Transcriptome or Gene expression,embryo_16-DAP,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1168422,embryo_14DAP,SRX470178,TRUE,13094144,13094144,202,embryo_14DAP,transcriptome for embryo 14 day after pollination,Zea mays Transcriptome or Gene expression,embryo_14-DAP,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
SRR1168421,embryo_12DAP,SRX470177,TRUE,7546433,7546433,200,embryo_12DAP,transcriptome for the embryo sample 12 days after pollination,Zea mays Transcriptome or Gene expression,embryo_12DAP,,,size fractionation,TRANSCRIPTOMIC,RNA-Seq
