SampleID	Tissue	Genotype	Treatment	Replicate	paired	interleaved	r0	r1	r2
s11	NA	NA		11	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A20_S19_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A20_S19_R2_001.fastq
s12	NA	NA		12	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A21_S20_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A21_S20_R2_001.fastq
s13	NA	NA		13	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A22_S21_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A22_S21_R2_001.fastq
s14	NA	NA		14	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A23_S22_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A23_S22_R2_001.fastq
s15	NA	NA		15	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A25_S23_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A25_S23_R2_001.fastq
s16	NA	NA		16	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A27_S24_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A27_S24_R2_001.fastq
s17	NA	NA		17	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A2_S2_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A2_S2_R2_001.fastq
s18	NA	NA		18	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A3_S3_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A3_S3_R2_001.fastq
s19	NA	NA		19	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A4_S4_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A4_S4_R2_001.fastq
s20	NA	NA		20	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A5_S5_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A5_S5_R2_001.fastq
s21	NA	NA		21	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A6_S6_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A6_S6_R2_001.fastq
s22	NA	NA		22	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A7_S7_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A7_S7_R2_001.fastq
s23	NA	NA		23	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A8_S8_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A8_S8_R2_001.fastq
s24	NA	NA		24	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A9_S9_R1_001.fastq	/home/springer/data_release/umgc/hiseq/160128_SN1073_0539_BH2TYYADXY/Springer_Project_035/SeqCapEpi2_Cap1_A9_S9_R2_001.fastq
