SampleID	Tissue	Genotype	Treatment	Replicate	paired	interleaved	r0	r1	r2
s11	seedling_leaf3	B73xMo17	cold	2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep1_GAGTGG_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep1_GAGTGG_L006_R2_001.fastq
s12	seedling_leaf3	B73xMo17	cold	3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep1_GAGTGG_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep1_GAGTGG_L007_R2_001.fastq
s13	seedling_leaf3	B73xMo17	cold	4	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep2_ACTGAT_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep2_ACTGAT_L005_R2_001.fastq
s14	seedling_leaf3	B73xMo17	cold	5	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep2_ACTGAT_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep2_ACTGAT_L006_R2_001.fastq
s15	seedling_leaf3	B73xMo17	cold	6	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep2_ACTGAT_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep2_ACTGAT_L007_R2_001.fastq
s16	seedling_leaf3	B73xMo17	cold	7	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep3_ATTCCT_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep3_ATTCCT_L005_R2_001.fastq
s17	seedling_leaf3	B73xMo17	cold	8	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep3_ATTCCT_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep3_ATTCCT_L006_R2_001.fastq
s18	seedling_leaf3	B73xMo17	cold	9	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep3_ATTCCT_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_cold_rep3_ATTCCT_L007_R2_001.fastq
s19	seedling_leaf3	B73xMo17	control	1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep1_GTTTCG_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep1_GTTTCG_L005_R2_001.fastq
s20	seedling_leaf3	B73xMo17	control	2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep1_GTTTCG_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep1_GTTTCG_L006_R2_001.fastq
s21	seedling_leaf3	B73xMo17	control	3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep1_GTTTCG_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep1_GTTTCG_L007_R2_001.fastq
s22	seedling_leaf3	B73xMo17	control	4	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep2_CGTACG_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep2_CGTACG_L005_R2_001.fastq
s23	seedling_leaf3	B73xMo17	control	5	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep2_CGTACG_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep2_CGTACG_L006_R2_001.fastq
s24	seedling_leaf3	B73xMo17	control	6	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep2_CGTACG_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep2_CGTACG_L007_R2_001.fastq
s25	seedling_leaf3	B73xMo17	control	7	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep3_TTAGGC_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep3_TTAGGC_L005_R2_001.fastq
s26	seedling_leaf3	B73xMo17	control	8	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep3_TTAGGC_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep3_TTAGGC_L006_R2_001.fastq
s27	seedling_leaf3	B73xMo17	control	9	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep3_TTAGGC_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_control_rep3_TTAGGC_L007_R2_001.fastq
s28	seedling_leaf3	B73xMo17	heat	1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep1_ATCACG_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep1_ATCACG_L005_R2_001.fastq
s29	seedling_leaf3	B73xMo17	heat	2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep1_ATCACG_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep1_ATCACG_L006_R2_001.fastq
s30	seedling_leaf3	B73xMo17	heat	3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep1_ATCACG_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep1_ATCACG_L007_R2_001.fastq
s31	seedling_leaf3	B73xMo17	heat	4	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep2_CGATGT_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep2_CGATGT_L005_R2_001.fastq
s32	seedling_leaf3	B73xMo17	heat	5	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep2_CGATGT_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep2_CGATGT_L006_R2_001.fastq
s33	seedling_leaf3	B73xMo17	heat	6	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep2_CGATGT_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep2_CGATGT_L007_R2_001.fastq
s34	seedling_leaf3	B73xMo17	heat	7	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep3_resubmit_ATGTCA_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep3_resubmit_ATGTCA_L005_R2_001.fastq
s35	seedling_leaf3	B73xMo17	heat	8	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep3_resubmit_ATGTCA_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep3_resubmit_ATGTCA_L006_R2_001.fastq
s36	seedling_leaf3	B73xMo17	heat	9	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep3_resubmit_ATGTCA_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xMo17_heat_rep3_resubmit_ATGTCA_L007_R2_001.fastq
s37	seedling_leaf3	B73xPH207	cold	1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep1_GCCAAT_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep1_GCCAAT_L005_R2_001.fastq
s38	seedling_leaf3	B73xPH207	cold	2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep1_GCCAAT_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep1_GCCAAT_L006_R2_001.fastq
s39	seedling_leaf3	B73xPH207	cold	3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep1_GCCAAT_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep1_GCCAAT_L007_R2_001.fastq
s40	seedling_leaf3	B73xPH207	cold	4	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep2_CAGATC_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep2_CAGATC_L005_R2_001.fastq
s41	seedling_leaf3	B73xPH207	cold	5	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep2_CAGATC_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep2_CAGATC_L006_R2_001.fastq
s42	seedling_leaf3	B73xPH207	cold	6	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep2_CAGATC_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep2_CAGATC_L007_R2_001.fastq
s43	seedling_leaf3	B73xPH207	cold	7	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep3_ACTTGA_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep3_ACTTGA_L005_R2_001.fastq
s44	seedling_leaf3	B73xPH207	cold	8	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep3_ACTTGA_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep3_ACTTGA_L006_R2_001.fastq
s45	seedling_leaf3	B73xPH207	cold	9	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep3_ACTTGA_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_cold_rep3_ACTTGA_L007_R2_001.fastq
s46	seedling_leaf3	B73xPH207	control	1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep1_TGACCA_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep1_TGACCA_L005_R2_001.fastq
s47	seedling_leaf3	B73xPH207	control	2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep1_TGACCA_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep1_TGACCA_L006_R2_001.fastq
s48	seedling_leaf3	B73xPH207	control	3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep1_TGACCA_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep1_TGACCA_L007_R2_001.fastq
s49	seedling_leaf3	B73xPH207	control	4	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep2_ACAGTG_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep2_ACAGTG_L005_R2_001.fastq
s50	seedling_leaf3	B73xPH207	control	5	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep2_ACAGTG_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep2_ACAGTG_L006_R2_001.fastq
s51	seedling_leaf3	B73xPH207	control	6	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep2_ACAGTG_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep2_ACAGTG_L007_R2_001.fastq
s52	seedling_leaf3	B73xPH207	control	7	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep3_resubmit_CCGTCC_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep3_resubmit_CCGTCC_L005_R2_001.fastq
s53	seedling_leaf3	B73xPH207	control	8	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep3_resubmit_CCGTCC_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep3_resubmit_CCGTCC_L006_R2_001.fastq
s54	seedling_leaf3	B73xPH207	control	9	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep3_resubmit_CCGTCC_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_control_rep3_resubmit_CCGTCC_L007_R2_001.fastq
s55	seedling_leaf3	B73xPH207	heat	1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep1_GATCAG_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep1_GATCAG_L005_R2_001.fastq
s56	seedling_leaf3	B73xPH207	heat	2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep1_GATCAG_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep1_GATCAG_L006_R2_001.fastq
s57	seedling_leaf3	B73xPH207	heat	3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep1_GATCAG_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep1_GATCAG_L007_R2_001.fastq
s58	seedling_leaf3	B73xPH207	heat	4	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep2_TAGCTT_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep2_TAGCTT_L005_R2_001.fastq
s59	seedling_leaf3	B73xPH207	heat	5	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep2_TAGCTT_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep2_TAGCTT_L006_R2_001.fastq
s60	seedling_leaf3	B73xPH207	heat	6	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep2_TAGCTT_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep2_TAGCTT_L007_R2_001.fastq
s61	seedling_leaf3	B73xPH207	heat	7	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep3_resubmit_GTCCGC_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep3_resubmit_GTCCGC_L005_R2_001.fastq
s62	seedling_leaf3	B73xPH207	heat	8	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep3_resubmit_GTCCGC_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep3_resubmit_GTCCGC_L006_R2_001.fastq
s63	seedling_leaf3	B73xPH207	heat	9	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep3_resubmit_GTCCGC_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/B73xPH207_heat_rep3_resubmit_GTCCGC_L007_R2_001.fastq
s64	seedling_leaf3	Mo17	cold	1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_cold_rep1_resubmit_GTGAAA_L003_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_cold_rep1_resubmit_GTGAAA_L003_R2_001.fastq
s65	seedling_leaf3	Mo17	cold	2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_cold_rep2_GATCAG_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_cold_rep2_GATCAG_L004_R2_001.fastq
s66	seedling_leaf3	Mo17	cold	3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_cold_rep3_TAGCTT_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_cold_rep3_TAGCTT_L004_R2_001.fastq
s67	seedling_leaf3	Mo17	control	1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_control_rep1_GCCAAT_L003_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_control_rep1_GCCAAT_L003_R2_001.fastq
s68	seedling_leaf3	Mo17	control	2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_control_rep2_CAGATC_L003_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_control_rep2_CAGATC_L003_R2_001.fastq
s69	seedling_leaf3	Mo17	control	3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_control_rep3_ACTTGA_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/151015_D00635_0083_BC7N57ANXX/Project_Springer_Project_033/Mo17_control_rep3_ACTTGA_L004_R2_001.fastq
