SampleID	Tissue	Genotype	Treatment	Replicate	paired	interleaved	r0	r1	r2
s18	seedling_leaf3	P39		6	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/P39_ACAGTG_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/P39_ACAGTG_L007_R2_001.fastq
s19	seedling_leaf3	PH207		1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PH207_GCCAAT_L002_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PH207_GCCAAT_L002_R2_001.fastq
s20	seedling_leaf3	PH207		2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PH207_GCCAAT_L003_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PH207_GCCAAT_L003_R2_001.fastq
s21	seedling_leaf3	PH207		3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PH207_GCCAAT_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PH207_GCCAAT_L004_R2_001.fastq
s22	seedling_leaf3	PH207		4	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PH207_GCCAAT_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PH207_GCCAAT_L005_R2_001.fastq
s23	seedling_leaf3	PH207		5	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PH207_GCCAAT_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PH207_GCCAAT_L006_R2_001.fastq
s24	seedling_leaf3	PH207		6	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PH207_GCCAAT_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PH207_GCCAAT_L007_R2_001.fastq
s25	seedling_leaf3	PHZ51		1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PHZ51_AGTTCC_L002_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PHZ51_AGTTCC_L002_R2_001.fastq
s26	seedling_leaf3	PHZ51		2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PHZ51_AGTTCC_L003_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PHZ51_AGTTCC_L003_R2_001.fastq
s27	seedling_leaf3	PHZ51		3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PHZ51_AGTTCC_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PHZ51_AGTTCC_L004_R2_001.fastq
s28	seedling_leaf3	PHZ51		4	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PHZ51_AGTTCC_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PHZ51_AGTTCC_L005_R2_001.fastq
s29	seedling_leaf3	PHZ51		5	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PHZ51_AGTTCC_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PHZ51_AGTTCC_L006_R2_001.fastq
s30	seedling_leaf3	PHZ51		6	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PHZ51_AGTTCC_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/PHZ51_AGTTCC_L007_R2_001.fastq
s31	seedling_leaf3	W22		1	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/W22_ATGTCA_L002_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/W22_ATGTCA_L002_R2_001.fastq
s32	seedling_leaf3	W22		2	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/W22_ATGTCA_L003_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/W22_ATGTCA_L003_R2_001.fastq
s33	seedling_leaf3	W22		3	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/W22_ATGTCA_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/W22_ATGTCA_L004_R2_001.fastq
s34	seedling_leaf3	W22		4	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/W22_ATGTCA_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/W22_ATGTCA_L005_R2_001.fastq
s35	seedling_leaf3	W22		5	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/W22_ATGTCA_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/W22_ATGTCA_L006_R2_001.fastq
s36	seedling_leaf3	W22		6	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/W22_ATGTCA_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141106_SN261_0579_BC5HKAACXX/Project_Springer_Project_028/W22_ATGTCA_L007_R2_001.fastq
s37	seedling_leaf3	LH82		7	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141211_SN261_0582_AC62W0ACXX/Project_Springer_Project_028/LH82_CGATGT_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141211_SN261_0582_AC62W0ACXX/Project_Springer_Project_028/LH82_CGATGT_L005_R2_001.fastq
s38	seedling_leaf3	Mo17		7	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141211_SN261_0582_AC62W0ACXX/Project_Springer_Project_028/MO17_TGACCA_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141211_SN261_0582_AC62W0ACXX/Project_Springer_Project_028/MO17_TGACCA_L005_R2_001.fastq
s39	seedling_leaf3	P39		7	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141211_SN261_0582_AC62W0ACXX/Project_Springer_Project_028/P39_ACAGTG_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141211_SN261_0582_AC62W0ACXX/Project_Springer_Project_028/P39_ACAGTG_L005_R2_001.fastq
s40	seedling_leaf3	PH207		7	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141211_SN261_0582_AC62W0ACXX/Project_Springer_Project_028/PH207_GCCAAT_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141211_SN261_0582_AC62W0ACXX/Project_Springer_Project_028/PH207_GCCAAT_L005_R2_001.fastq
s41	seedling_leaf3	PHZ51		7	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141211_SN261_0582_AC62W0ACXX/Project_Springer_Project_028/PHZ51_AGTTCC_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141211_SN261_0582_AC62W0ACXX/Project_Springer_Project_028/PHZ51_AGTTCC_L005_R2_001.fastq
s42	seedling_leaf3	W22		7	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/141211_SN261_0582_AC62W0ACXX/Project_Springer_Project_028/W22_ATGTCA_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/141211_SN261_0582_AC62W0ACXX/Project_Springer_Project_028/W22_ATGTCA_L005_R2_001.fastq
s43	seedling_leaf3	PH207		8	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150204_SN261_0588_BC69T4ACXX/Project_Springer_Project_028/PH207_GCCAAT_L001_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150204_SN261_0588_BC69T4ACXX/Project_Springer_Project_028/PH207_GCCAAT_L001_R2_001.fastq
s44	seedling_leaf3	PH207		9	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150204_SN261_0588_BC69T4ACXX/Project_Springer_Project_028/PH207_GCCAAT_L002_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150204_SN261_0588_BC69T4ACXX/Project_Springer_Project_028/PH207_GCCAAT_L002_R2_001.fastq
s45	seedling_leaf3	PH207		10	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150204_SN261_0588_BC69T4ACXX/Project_Springer_Project_028/PH207_GCCAAT_L003_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150204_SN261_0588_BC69T4ACXX/Project_Springer_Project_028/PH207_GCCAAT_L003_R2_001.fastq
s46	seedling_leaf3	PH207		11	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150204_SN261_0588_BC69T4ACXX/Project_Springer_Project_028/PH207_GCCAAT_L004_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150204_SN261_0588_BC69T4ACXX/Project_Springer_Project_028/PH207_GCCAAT_L004_R2_001.fastq
s47	seedling_leaf3	PH207		12	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150204_SN261_0588_BC69T4ACXX/Project_Springer_Project_028/PH207_GCCAAT_L005_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150204_SN261_0588_BC69T4ACXX/Project_Springer_Project_028/PH207_GCCAAT_L005_R2_001.fastq
s48	seedling_leaf3	PH207		13	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150204_SN261_0588_BC69T4ACXX/Project_Springer_Project_028/PH207_GCCAAT_L006_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150204_SN261_0588_BC69T4ACXX/Project_Springer_Project_028/PH207_GCCAAT_L006_R2_001.fastq
s49	seedling_leaf3	PH207		14	TRUE	FALSE		/home/springer/data_release/umgc/hiseq/150204_SN261_0588_BC69T4ACXX/Project_Springer_Project_028/PH207_GCCAAT_L007_R1_001.fastq	/home/springer/data_release/umgc/hiseq/150204_SN261_0588_BC69T4ACXX/Project_Springer_Project_028/PH207_GCCAAT_L007_R2_001.fastq
