SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	interleaved	r0	r1	r2
s31	coleoptile	B73	normoxia_total	1	m10	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1coleoptileNormoxiaTotalAGTCAA.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2coleoptileNormoxiaTotalAGTCAA.fastq.gz
s32	coleoptile	B73	normoxia_total	2	m10	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1coleoptileNormoxiaTotalATCACG.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2coleoptileNormoxiaTotalATCACG.fastq.gz
s33	coleoptile	B73	recovery_polysomal	1	m11	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1coleoptileRecoveryPolysomalCGTACG.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2coleoptileRecoveryPolysomalCGTACG.fastq.gz
s34	coleoptile	B73	recovery_polysomal	2	m11	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1coleoptileRecoveryPolysomalGATCAG.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2coleoptileRecoveryPolysomalGATCAG.fastq.gz
s35	coleoptile	B73	recovery_total	1	m12	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1coleoptileRecoveryTotalCACCGG.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2coleoptileRecoveryTotalCACCGG.fastq.gz
s36	coleoptile	B73	recovery_total	2	m12	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1coleoptileRecoveryTotalTTAGGC.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2coleoptileRecoveryTotalTTAGGC.fastq.gz
s37	root	B73	hypoxia_polysomal	1	m13	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1rootHypoxiaPolysomalGAGTGG.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2rootHypoxiaPolysomalGAGTGG.fastq.gz
s38	root	B73	hypoxia_polysomal	2	m13	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1rootHypoxiaPolysomalGGCTAC.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2rootHypoxiaPolysomalGGCTAC.fastq.gz
s39	root	B73	hypoxia_total	1	m14	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1rootHypoxiaTotalGCCAAT.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2rootHypoxiaTotalGCCAAT.fastq.gz
s40	root	B73	hypoxia_total	2	m14	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1rootHypoxiaTotalGTTTCG.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2rootHypoxiaTotalGTTTCG.fastq.gz
s41	root	B73	normoxia_polysomal	1	m15	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1rootNormoxiaPolysomalGTGGCC.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2rootNormoxiaPolysomalGTGGCC.fastq.gz
s42	root	B73	normoxia_polysomal	2	m15	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1rootNormoxiaPolysomalTAGCTT.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2rootNormoxiaPolysomalTAGCTT.fastq.gz
s43	root	B73	normoxia_total	1	m16	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1rootNormoxiaTotalACAGTG.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2rootNormoxiaTotalACAGTG.fastq.gz
s44	root	B73	normoxia_total	2	m16	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1rootNormoxiaTotalATGTCA.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2rootNormoxiaTotalATGTCA.fastq.gz
s45	root	B73	recovery_polysomal	1	m17	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1rootRecoveryPolysomalCTTGTA.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2rootRecoveryPolysomalCTTGTA.fastq.gz
s46	root	B73	recovery_polysomal	2	m17	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1rootRecoveryPolysomalTACAGC.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2rootRecoveryPolysomalTACAGC.fastq.gz
s47	root	B73	recovery_total	1	m18	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1rootRecoveryTotalCCAACA.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2rootRecoveryTotalCCAACA.fastq.gz
s48	root	B73	recovery_total	2	m18	TRUE	FALSE		/home/springer/sna/te_expression/submergence/reads/pair1rootRecoveryTotalGTAGAG.fastq.gz	/home/springer/sna/te_expression/submergence/reads/pair2rootRecoveryTotalGTAGAG.fastq.gz
