SampleID	Tissue	Genotype	Treatment	Replicate	directory	file_prefix
tBR540	seedling_root	A682xMo17	t	4	/home/springer/data_release/umgc/novaseq/191010_A00223_0227_AHG3TVDRXX/Springer_Project_065_Pool2	tBR540_S32
tBR542	coleoptile	B73	t	2	/home/springer/data_release/umgc/novaseq/191010_A00223_0227_AHG3TVDRXX/Springer_Project_065_Pool2	tBR542_S33
tBR543	coleoptile	B73	t	3	/home/springer/data_release/umgc/novaseq/191010_A00223_0227_AHG3TVDRXX/Springer_Project_065_Pool2	tBR543_S34
tBR550	coleoptile	Mo17	t	2	/home/springer/data_release/umgc/novaseq/191010_A00223_0227_AHG3TVDRXX/Springer_Project_065_Pool2	tBR550_S35
tBR551	coleoptile	Mo17	t	3	/home/springer/data_release/umgc/novaseq/191010_A00223_0227_AHG3TVDRXX/Springer_Project_065_Pool2	tBR551_S36
tBR547	coleoptile	B84	t	3	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR547_S1
tBR548	coleoptile	B84	t	4	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR548_S2
tBR555	coleoptile	A682	t	3	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR555_S3
tBR556	coleoptile	A682	t	4	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR556_S4
tBR558	coleoptile	B73xMo17	t	2	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR558_S5
tBR559	coleoptile	B73xMo17	t	3	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR559_S6
tBR566	coleoptile	B84xB73	t	2	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR566_S7
tBR567	coleoptile	B84xB73	t	3	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR567_S8
tBR568	coleoptile	B84xB73	t	4	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR568_S9
tBR570	coleoptile	B84xMo17	t	2	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR570_S10
tBR576	coleoptile	A682xB73	t	4	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR576_S11
tBR578	coleoptile	A682xMo17	t	2	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR578_S12
tBR579	coleoptile	A682xMo17	t	3	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR579_S13
tBR580	coleoptile	A682xMo17	t	4	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR580_S14
tBR587	leaf_V2	B84	t	3	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR587_S15
tBR588	leaf_V2	B84	t	4	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR588_S16
tBR590	leaf_V2	Mo17	t	2	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR590_S17
tBR591	leaf_V2	Mo17	t	3	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool3	tBR591_S18
tBR552	coleoptile	Mo17	t	4	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR552_S19
tBR554	coleoptile	A682	t	2	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR554_S20
tBR560	coleoptile	B73xMo17	t	4	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR560_S21
tBR562	coleoptile	Mo17xB73	t	2	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR562_S22
tBR563	coleoptile	Mo17xB73	t	3	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR563_S23
tBR564	coleoptile	Mo17xB73	t	4	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR564_S24
tBR571	coleoptile	B84xMo17	t	3	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR571_S25
tBR572	coleoptile	B84xMo17	t	4	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR572_S26
tBR574	coleoptile	A682xB73	t	2	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR574_S27
tBR575	coleoptile	A682xB73	t	3	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR575_S28
tBR582	leaf_V2	B73	t	2	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR582_S29
tBR583	leaf_V2	B73	t	3	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR583_S30
tBR584	leaf_V2	B73	t	4	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR584_S31
tBR586	leaf_V2	B84	t	2	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR586_S32
tBR592	leaf_V2	Mo17	t	4	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR592_S33
tBR594	leaf_V2	A682	t	2	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR594_S34
tBR595	leaf_V2	A682	t	3	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR595_S35
tBR596	leaf_V2	A682	t	4	/home/springer/data_release/umgc/novaseq/191014_A00223_0231_AHG22WDRXX/Springer_Project_065_Pool4	tBR596_S36
mBR542	coleoptile	B73	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR542_S1
mBR543	coleoptile	B73	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR543_S2
mBR544	coleoptile	B73	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR544_S3
mBR546	coleoptile	B84	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR546_S4
mBR547	coleoptile	B84	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR547_S5
mBR548	coleoptile	B84	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR548_S6
mBR550	coleoptile	Mo17	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR550_S7
mBR551	coleoptile	Mo17	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR551_S8
mBR552	coleoptile	Mo17	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR552_S9
mBR554	coleoptile	A682	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR554_S10
mBR555	coleoptile	A682	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR555_S11
mBR556	coleoptile	A682	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR556_S12
mBR558	coleoptile	B73xMo17	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR558_S13
mBR559	coleoptile	B73xMo17	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR559_S14
mBR560	coleoptile	B73xMo17	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR560_S15
mBR562	coleoptile	Mo17xB73	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR562_S16
mBR563	coleoptile	Mo17xB73	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR563_S17
mBR564	coleoptile	Mo17xB73	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR564_S18
mBR566	coleoptile	B84xB73	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR566_S19
mBR567	coleoptile	B84xB73	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR567_S20
mBR568	coleoptile	B84xB73	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR568_S21
mBR570	coleoptile	B84xMo17	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR570_S22
mBR571	coleoptile	B84xMo17	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR571_S23
mBR572	coleoptile	B84xMo17	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR572_S24
mBR574	coleoptile	A682xB73	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR574_S25
mBR575	coleoptile	A682xB73	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR575_S26
mBR576	coleoptile	A682xB73	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR576_S27
mBR578	coleoptile	A682xMo17	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR578_S28
mBR579	coleoptile	A682xMo17	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR579_S29
mBR580	coleoptile	A682xMo17	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool7	mBR580_S30
mBR582	leaf_V2	B73	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR582_S31
mBR583	leaf_V2	B73	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR583_S32
mBR584	leaf_V2	B73	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR584_S33
mBR586	leaf_V2	B84	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR586_S34
mBR587	leaf_V2	B84	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR587_S35
mBR588	leaf_V2	B84	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR588_S36
mBR590	leaf_V2	Mo17	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR590_S37
mBR591	leaf_V2	Mo17	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR591_S38
mBR592	leaf_V2	Mo17	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR592_S39
mBR594	leaf_V2	A682	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR594_S40
mBR595	leaf_V2	A682	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR595_S41
mBR596	leaf_V2	A682	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR596_S42
mBR598	leaf_V2	B73xMo17	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR598_S43
mBR599	leaf_V2	B73xMo17	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR599_S44
mBR600	leaf_V2	B73xMo17	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR600_S45
mBR602	leaf_V2	Mo17xB73	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR602_S46
mBR603	leaf_V2	Mo17xB73	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR603_S47
mBR604	leaf_V2	Mo17xB73	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR604_S48
mBR606	leaf_V2	B84xB73	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR606_S49
mBR607	leaf_V2	B84xB73	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR607_S50
mBR608	leaf_V2	B84xB73	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR608_S51
mBR610	leaf_V2	B84xMo17	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR610_S52
mBR611	leaf_V2	B84xMo17	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR611_S53
mBR612	leaf_V2	B84xMo17	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR612_S54
mBR614	leaf_V2	A682xB73	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR614_S55
mBR615	leaf_V2	A682xB73	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR615_S56
mBR616	leaf_V2	A682xB73	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR616_S57
mBR618	leaf_V2	A682xMo17	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR618_S58
mBR619	leaf_V2	A682xMo17	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR619_S59
mBR620	leaf_V2	A682xMo17	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0238_BHG57FDRXX/Springer_Project_065_Pool8	mBR620_S60
tBR598	leaf_V2	B73xMo17	t	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR598_S1
tBR599	leaf_V2	B73xMo17	t	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR599_S2
tBR600	leaf_V2	B73xMo17	t	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR600_S3
tBR602	leaf_V2	Mo17xB73	t	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR602_S4
tBR603	leaf_V2	Mo17xB73	t	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR603_S5
tBR604	leaf_V2	Mo17xB73	t	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR604_S6
tBR606	leaf_V2	B84xB73	t	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR606_S7
tBR607	leaf_V2	B84xB73	t	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR607_S8
tBR608	leaf_V2	B84xB73	t	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR608_S9
tBR610	leaf_V2	B84xMo17	t	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR610_S10
tBR611	leaf_V2	B84xMo17	t	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR611_S11
tBR612	leaf_V2	B84xMo17	t	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR612_S12
tBR614	leaf_V2	A682xB73	t	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR614_S13
tBR615	leaf_V2	A682xB73	t	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR615_S14
tBR616	leaf_V2	A682xB73	t	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR616_S15
tBR618	leaf_V2	A682xMo17	t	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR618_S16
tBR619	leaf_V2	A682xMo17	t	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR619_S17
tBR620	leaf_V2	A682xMo17	t	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool5	tBR620_S18
mBR502	seedling_root	B73	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR502_S19
mBR503	seedling_root	B73	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR503_S20
mBR504	seedling_root	B73	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR504_S21
mBR506	seedling_root	B84	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR506_S22
mBR507	seedling_root	B84	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR507_S23
mBR508	seedling_root	B84	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR508_S24
mBR510	seedling_root	Mo17	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR510_S25
mBR511	seedling_root	Mo17	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR511_S26
mBR512	seedling_root	Mo17	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR512_S27
mBR514	seedling_root	A682	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR514_S28
mBR515	seedling_root	A682	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR515_S29
mBR516	seedling_root	A682	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR516_S30
mBR518	seedling_root	B73xMo17	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR518_S31
mBR519	seedling_root	B73xMo17	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR519_S32
mBR520	seedling_root	B73xMo17	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR520_S33
mBR522	seedling_root	Mo17xB73	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR522_S34
mBR523	seedling_root	Mo17xB73	m	3	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR523_S35
mBR524	seedling_root	Mo17xB73	m	4	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR524_S36
mBR526	seedling_root	B84xB73	m	2	/home/springer/data_release/umgc/novaseq/191023_A00223_0239_AHGLLLDRXX/Springer_Project_065_Pool6	mBR526_S37
