SampleID	Tissue	Genotype	Treatment	Replicate	paired	spots	avgLength
s040	seedling_leaf3	B37		4	TRUE	20047475	202
s041	seedling_leaf3	B37		5	TRUE	20116351	202
s042	seedling_leaf3	B37		6	TRUE	20133009	202
s043	seedling_leaf3	B37		7	TRUE	20141650	202
s044	seedling_leaf3	B37		8	TRUE	20591225	202
s045	anther	B73		1	TRUE	21003322	202
s046	anther	B73		2	TRUE	20481221	202
s047	anther	B73		3	TRUE	20209043	202
s048	anther	B73		4	TRUE	20220098	202
s049	anther	B73		5	TRUE	20293896	202
s050	anther	B73		6	TRUE	20295578	202
s051	anther	B73		7	TRUE	20300465	202
s052	anther	B73		8	TRUE	20773367	202
s053	seedling_leaf3	B73		1	TRUE	17829693	202
s054	seedling_leaf3	B73		2	TRUE	17360369	202
s055	seedling_leaf3	B73		3	TRUE	17124090	202
s056	seedling_leaf3	B73		4	TRUE	17129154	202
s057	seedling_leaf3	B73		5	TRUE	17180026	202
s058	seedling_leaf3	B73		6	TRUE	17193709	202
s059	seedling_leaf3	B73		7	TRUE	17205850	202
s060	seedling_leaf3	B73		8	TRUE	17581129	202
s061	earshoot	B73		1	TRUE	18809992	202
s062	earshoot	B73		2	TRUE	18292224	202
s063	earshoot	B73		3	TRUE	17967999	202
s064	earshoot	B73		4	TRUE	18017251	202
s065	earshoot	B73		5	TRUE	18079074	202
s066	earshoot	B73		6	TRUE	18103044	202
s067	earshoot	B73		7	TRUE	18072013	202
s068	earshoot	B73		8	TRUE	18547062	202
s069	flagleaf	B73		1	TRUE	20466790	202
s070	flagleaf	B73		2	TRUE	19871089	202
s071	flagleaf	B73		3	TRUE	19561052	202
s072	flagleaf	B73		4	TRUE	19591870	202
s073	flagleaf	B73		5	TRUE	19675316	202
s074	flagleaf	B73		6	TRUE	19668367	202
s075	flagleaf	B73		7	TRUE	19662991	202
s076	flagleaf	B73		8	TRUE	20156887	202
s077	SAM	B73		1	TRUE	19228653	202
s078	SAM	B73		2	TRUE	18772509	202
s079	SAM	B73		3	TRUE	18523560	202
s080	SAM	B73		4	TRUE	18553659	202
s081	SAM	B73		5	TRUE	18624202	202
s082	SAM	B73		6	TRUE	18609728	202
s083	SAM	B73		7	TRUE	18611248	202
s084	SAM	B73		8	TRUE	19048928	202
s085	seedling_leaf3	B97		1	TRUE	19510511	202
s086	seedling_leaf3	B97		2	TRUE	19100100	202
s087	seedling_leaf3	B97		3	TRUE	18881636	202
s088	seedling_leaf3	B97		4	TRUE	18872952	202
s089	seedling_leaf3	B97		5	TRUE	18945514	202
s090	seedling_leaf3	B97		6	TRUE	18942781	202
s091	seedling_leaf3	B97		7	TRUE	18963271	202
s092	seedling_leaf3	B97		8	TRUE	19360377	202
s093	seedling_leaf3	JRA2		1	TRUE	31800696	202
s094	seedling_leaf3	JRA2		2	TRUE	31726534	202
s095	seedling_leaf3	JRA2		3	TRUE	31640842	202
s096	seedling_leaf3	JRA2		4	TRUE	31383878	202
s097	seedling_leaf3	JRA2		5	TRUE	31603340	202
s098	seedling_leaf3	JRA2		6	TRUE	31564448	202
s099	seedling_leaf3	JRC1		1	TRUE	32586180	202
s100	seedling_leaf3	JRC1		2	TRUE	32504704	202
s101	seedling_leaf3	JRC1		3	TRUE	32428390	202
s102	seedling_leaf3	JRC1		4	TRUE	32071416	202
s103	seedling_leaf3	JRC1		5	TRUE	32408391	202
s104	seedling_leaf3	JRC1		6	TRUE	32387703	202
s105	seedling_leaf3	JRC2		1	TRUE	30646529	202
s106	seedling_leaf3	JRC2		2	TRUE	30581400	202
s107	seedling_leaf3	JRC2		3	TRUE	30486829	202
s108	seedling_leaf3	JRC2		4	TRUE	30346212	202
s109	seedling_leaf3	JRC2		5	TRUE	30468706	202
s110	seedling_leaf3	JRC2		6	TRUE	30441352	202
s111	seedling_leaf3	JRD1		1	TRUE	30592370	202
s112	seedling_leaf3	JRD1		2	TRUE	30496010	202
s113	seedling_leaf3	JRD1		3	TRUE	30372466	202
s114	seedling_leaf3	JRD1		4	TRUE	30317862	202
s115	seedling_leaf3	JRD1		5	TRUE	30348787	202
s116	seedling_leaf3	JRD1		6	TRUE	30294294	202
s117	seedling_leaf3	JRE1		1	TRUE	32992217	202
s118	seedling_leaf3	JRE1		2	TRUE	32986512	202
s119	seedling_leaf3	JRE1		3	TRUE	32931849	202
s120	seedling_leaf3	JRE1		4	TRUE	32576309	202
s121	seedling_leaf3	JRE1		5	TRUE	32899612	202
s122	seedling_leaf3	JRE1		6	TRUE	32828830	202
s123	seedling_leaf3	JRG1		1	TRUE	30859536	202
s124	seedling_leaf3	JRG1		2	TRUE	30805688	202
s125	seedling_leaf3	JRG1		3	TRUE	30716510	202
s126	seedling_leaf3	JRG1		4	TRUE	30603306	202
s127	seedling_leaf3	JRG1		5	TRUE	30637915	202
s128	seedling_leaf3	JRG1		6	TRUE	30604036	202
s129	seedling_leaf3	JRA3		1	TRUE	25373182	202
s130	seedling_leaf3	JRA3		2	TRUE	25364466	202
s131	seedling_leaf3	JRA3		3	TRUE	25038578	202
s132	seedling_leaf3	JRA3		4	TRUE	25091499	202
s133	seedling_leaf3	JRA3		5	TRUE	24714046	202
s134	seedling_leaf3	JRA3		6	TRUE	24872344	202
s135	seedling_leaf3	JRA3		7	TRUE	25400139	202
s136	seedling_leaf3	JRB1		1	TRUE	208861518	202
s137	seedling_leaf3	JRB3		1	TRUE	26160724	202
s138	seedling_leaf3	JRB3		2	TRUE	26135888	202
s139	seedling_leaf3	JRB3		3	TRUE	25814890	202
s140	seedling_leaf3	JRB3		4	TRUE	25827060	202
s141	seedling_leaf3	JRB3		5	TRUE	25425616	202
s142	seedling_leaf3	JRB3		6	TRUE	25603891	202
s143	seedling_leaf3	JRB3		7	TRUE	26166539	202
s144	seedling_leaf3	JRE2		1	TRUE	29180559	202
s145	seedling_leaf3	JRE2		2	TRUE	29153101	202
s146	seedling_leaf3	JRE2		3	TRUE	28746789	202
s147	seedling_leaf3	JRE2		4	TRUE	28800068	202
s148	seedling_leaf3	JRE2		5	TRUE	28368908	202
s149	seedling_leaf3	JRE2		6	TRUE	28534792	202
s150	seedling_leaf3	JRE2		7	TRUE	29183737	202
s151	seedling_leaf3	JRE2		8	TRUE	28135289	202
s152	seedling_leaf3	JRE2		9	TRUE	28117783	202
s153	seedling_leaf3	JRE2		10	TRUE	27716087	202
s154	seedling_leaf3	JRE2		11	TRUE	27812646	202
s155	seedling_leaf3	JRE2		12	TRUE	27424063	202
s156	seedling_leaf3	JRE2		13	TRUE	27599012	202
s157	seedling_leaf3	JRE2		14	TRUE	28194466	202
s158	seedling_leaf3	PHG47		1	TRUE	20805789	202
s159	seedling_leaf3	PHG47		2	TRUE	20676081	202
s160	seedling_leaf3	PHG47		3	TRUE	20363689	202
s161	seedling_leaf3	PHG47		4	TRUE	20371734	202
s162	seedling_leaf3	PHG47		5	TRUE	20033001	202
s163	seedling_leaf3	PHG47		6	TRUE	20128801	202
s164	seedling_leaf3	PHG47		7	TRUE	20575906	202
s165	seedling_leaf3	PHJ40		1	TRUE	24145676	202
s166	seedling_leaf3	PHJ40		2	TRUE	24074569	202
s167	seedling_leaf3	PHJ40		3	TRUE	23744348	202
s168	seedling_leaf3	PHJ40		4	TRUE	23785140	202
s169	seedling_leaf3	PHJ40		5	TRUE	23486071	202
s170	seedling_leaf3	PHJ40		6	TRUE	23563102	202
s171	seedling_leaf3	PHJ40		7	TRUE	24043828	202
s172	seedling_leaf3	HP301		1	TRUE	36188153	202
s173	seedling_leaf3	HP301		2	TRUE	35761445	202
s174	seedling_leaf3	HP301		3	TRUE	35999763	202
s175	seedling_leaf3	HP301		4	TRUE	36219610	202
s176	seedling_leaf3	HP301		5	TRUE	36368664	202
s177	seedling_leaf3	HP301		6	TRUE	36109726	202
s178	seedling_leaf3	IL14		1	TRUE	34886219	202
s179	seedling_leaf3	IL14		2	TRUE	34302005	202
s180	seedling_leaf3	IL14		3	TRUE	34429825	202
s181	seedling_leaf3	IL14		4	TRUE	34677067	202
s182	seedling_leaf3	IL14		5	TRUE	34727122	202
s183	seedling_leaf3	IL14		6	TRUE	34426047	202
s184	seedling_leaf3	JRA1		1	TRUE	31648744	202
s185	seedling_leaf3	JRA1		2	TRUE	31240472	202
s186	seedling_leaf3	JRA1		3	TRUE	31458643	202
s187	seedling_leaf3	JRA1		4	TRUE	31737772	202
s188	seedling_leaf3	JRA1		5	TRUE	31815197	202
s189	seedling_leaf3	JRA1		6	TRUE	31580886	202
s190	seedling_leaf3	JRD2		1	TRUE	26996197	202
s191	seedling_leaf3	JRD2		2	TRUE	26583922	202
s192	seedling_leaf3	JRD2		3	TRUE	26754149	202
s193	seedling_leaf3	JRD2		4	TRUE	26965648	202
s194	seedling_leaf3	JRD2		5	TRUE	27049088	202
s195	seedling_leaf3	JRD2		6	TRUE	26784671	202
s196	seedling_leaf3	JRF2		1	TRUE	31191945	202
s197	seedling_leaf3	JRF2		2	TRUE	30714992	202
s198	seedling_leaf3	JRF2		3	TRUE	30853942	202
s199	seedling_leaf3	JRF2		4	TRUE	31116360	202
s200	seedling_leaf3	JRF2		5	TRUE	31163053	202
s201	seedling_leaf3	JRF2		6	TRUE	30891811	202
s202	seedling_leaf3	LH123HT		1	TRUE	34098991	202
s203	seedling_leaf3	LH123HT		2	TRUE	33699228	202
s204	seedling_leaf3	LH123HT		3	TRUE	33929526	202
s205	seedling_leaf3	LH123HT		4	TRUE	34166947	202
s206	seedling_leaf3	LH123HT		5	TRUE	34320838	202
s207	seedling_leaf3	LH123HT		6	TRUE	34044629	202
